city,state,lat,lon,population,bortle,limiting_magnitude
Vijapur,Gujarat,23.5623,72.74848,35118.0,4,-5.7539843347686705
Vinchhiya,Gujarat,22.21027,71.37967,12355.0,4,-5.7539843347686705
Viramgam,Gujarat,23.12,72.03,55821.0,5,-3.784880204202082
Virpur,Gujarat,23.1892,73.47987,10238.0,4,-5.7539843347686705
Visavadar,Gujarat,21.33954,70.74966,19515.0,4,-5.7539843347686705
Visnagar,Gujarat,23.69855,72.5521,76753.0,5,-3.784880204202082
Vyara,Gujarat,21.11079,73.39365,39789.0,4,-5.7539843347686705
Wadhai,Gujarat,20.76666667,73.48333333,6715.0,3,-7.726605438826365
Wadhwan,Gujarat,22.7,71.68333333,,3,-7.726605438826365
Waghai,Gujarat,20.77048,73.50074,6715.0,3,-7.726605438826365
Wankaner,Gujarat,22.61198,70.94379,47814.0,4,-5.7539843347686705
Ambala,Haryana,30.32854,76.9422,195153.0,5,-3.784880204202082
Asandh,Haryana,29.52119,76.60552,27125.0,4,-5.7539843347686705
Ateli Mandi,Haryana,28.1008,76.2598,7619.0,3,-7.726605438826365
Bahadurgarh,Haryana,28.69287,76.93555,170767.0,5,-3.784880204202082
Bara Uchana,Haryana,29.46747,76.17798,16815.0,4,-5.7539843347686705
Barwala,Haryana,29.36747,75.90809,43384.0,4,-5.7539843347686705
Bawal,Haryana,28.07184,76.58312,16776.0,4,-5.7539843347686705
Beri Khas,Haryana,28.70146,76.57708,16727.0,4,-5.7539843347686705
Bhiwani,Haryana,28.75,76.16667,1634445.0,7,0.11478305677049683
Bilaspur,Haryana,30.3045,77.30424,11733.0,4,-5.7539843347686705
Buriya,Haryana,30.15911,77.35814,10903.0,4,-5.7539843347686705
Charkhi Dadri,Haryana,28.59166,76.27161,56337.0,5,-3.784880204202082
Chhachhrauli,Haryana,30.24492,77.36027,10751.0,4,-5.7539843347686705
Dabwali,Haryana,29.94906,74.73832,62113.0,5,-3.784880204202082
Dharuhera,Haryana,28.20553,76.79691,30344.0,4,-5.7539843347686705
Ellenabad,Haryana,29.45282,74.66122,37680.0,4,-5.7539843347686705
Faridabad,Haryana,28.41124,77.31316,1404653.0,7,0.11478305677049683
Farrukhnagar,Haryana,28.44745,76.82391,13513.0,4,-5.7539843347686705
Fatehabad,Haryana,29.51525,75.45554,70777.0,5,-3.784880204202082
Firozpur Jhirka,Haryana,27.78853,76.94496,24750.0,4,-5.7539843347686705
Gharaunda,Haryana,29.53692,76.97142,37816.0,4,-5.7539843347686705
Gohana,Haryana,29.13777,76.70247,65708.0,5,-3.784880204202082
Gorakhpur,Haryana,29.44768,75.67206,1324570.0,7,0.11478305677049683
Gurgaon,Haryana,28.43891,77.00592,876824.0,6,-1.8244515764056963
Hansi,Haryana,29.10239,75.96253,86770.0,5,-3.784880204202082
Hasanpur,Haryana,27.96944,77.49544,11569.0,4,-5.7539843347686705
Hisar,Haryana,29.15394,75.72294,307024.0,6,-1.8244515764056963
Hodal,Haryana,27.89196,77.36744,50143.0,5,-3.784880204202082
Inda Chhoi,Haryana,29.64042,75.79041,7000.0,3,-7.726605438826365
Indri,Haryana,29.87999,77.05972,17487.0,4,-5.7539843347686705
Jagadhri,Haryana,30.16719,77.30367,124894.0,5,-3.784880204202082
Jakhal,Haryana,29.79627,75.82392,7411.0,3,-7.726605438826365
Jhajjar,Haryana,28.6063,76.6565,48424.0,4,-5.7539843347686705
Jind,Haryana,29.31577,76.31502,167592.0,5,-3.784880204202082
Kaithal,Haryana,29.80153,76.39959,144915.0,5,-3.784880204202082
Kalanaur,Haryana,28.82823,76.3955,23319.0,4,-5.7539843347686705
Kalanwali,Haryana,29.83573,74.9717,27355.0,4,-5.7539843347686705
Kanina Khas,Haryana,28.33093,76.31099,12989.0,4,-5.7539843347686705
Karnal,Haryana,29.66667,76.83333,302140.0,6,-1.8244515764056963
Kharkhauda,Haryana,28.8787,76.91069,25051.0,4,-5.7539843347686705
Kheri Sampla,Haryana,28.7781,76.7756,10891.0,4,-5.7539843347686705
Kurukshetra,Haryana,30.0,76.75,964655.0,6,-1.8244515764056963
Ladwa,Haryana,29.9935,77.04563,28887.0,4,-5.7539843347686705
Loharu,Haryana,28.42993,75.80779,13937.0,4,-5.7539843347686705
Maham,Haryana,28.96912,76.29495,20484.0,4,-5.7539843347686705
Mahendragarh,Haryana,28.25,76.16667,922088.0,6,-1.8244515764056963
Mandholi Kalan,Haryana,28.7085,75.68296,4500.0,3,-7.726605438826365
Mustafabad,Haryana,30.2022,77.14873,9042.0,3,-7.726605438826365
Narayangarh,Haryana,30.47798,77.12804,22832.0,4,-5.7539843347686705
Narnaul,Haryana,28.04444,76.10833,74581.0,5,-3.784880204202082
Narnaund,Haryana,29.22047,76.14278,17242.0,4,-5.7539843347686705
Narwana,Haryana,29.59903,76.11927,62090.0,5,-3.784880204202082
Nilokheri,Haryana,29.83671,76.93191,17938.0,4,-5.7539843347686705
Nuh,Haryana,28.10296,77.00144,16260.0,4,-5.7539843347686705
Palwal,Haryana,28.14469,77.32546,131926.0,5,-3.784880204202082
Panchkula,Haryana,30.72883,76.94716,211355.0,6,-1.8244515764056963
Panipat,Haryana,29.33259,76.92634,295970.0,6,-1.8244515764056963
Pataudi,Haryana,28.32547,76.77858,20418.0,4,-5.7539843347686705
Pehowa,Haryana,29.97897,76.58249,39101.0,4,-5.7539843347686705
Pinjaur,Haryana,30.79873,76.91822,35912.0,4,-5.7539843347686705
Punahana,Haryana,27.86371,77.20432,24734.0,4,-5.7539843347686705
Pundri,Haryana,29.76096,76.56034,33484.0,4,-5.7539843347686705
Radaur,Haryana,30.02706,77.15177,13690.0,4,-5.7539843347686705
Rania,Haryana,29.52454,74.83689,25123.0,4,-5.7539843347686705
Ratia,Haryana,29.69029,75.57688,37152.0,4,-5.7539843347686705
Rewari,Haryana,28.199,76.6183,143021.0,5,-3.784880204202082
Rohtak,Haryana,28.83333,76.66667,374292.0,6,-1.8244515764056963
Safidon,Haryana,29.40596,76.67042,34728.0,4,-5.7539843347686705
Samalkha,Haryana,29.23552,77.01273,39710.0,4,-5.7539843347686705
Shadipur Julana,Haryana,29.12368,76.40516,18755.0,4,-5.7539843347686705
Shahabad,Haryana,30.16776,76.87046,52952.0,5,-3.784880204202082
Sirsa,Haryana,29.53489,75.02898,182534.0,5,-3.784880204202082
Sohna,Haryana,28.24737,77.06544,36552.0,4,-5.7539843347686705
Sonipat,Haryana,29.0,76.91667,289333.0,6,-1.8244515764056963
Taoru,Haryana,28.21173,76.94984,22599.0,4,-5.7539843347686705
Thanesar,Haryana,29.97323,76.83214,155152.0,5,-3.784880204202082
Tohana,Haryana,29.71332,75.90441,63871.0,5,-3.784880204202082
Tosham,Haryana,28.86993,75.9165,15559.0,4,-5.7539843347686705
Uklana,Haryana,29.51124,75.87823,13219.0,4,-5.7539843347686705
Yamunanagar,Haryana,30.23644,77.30498,124894.0,5,-3.784880204202082
Arki,Himachal Pradesh,31.15196,76.96675,3293.0,3,-7.726605438826365
Baddi,Himachal Pradesh,30.95783,76.79136,29911.0,4,-5.7539843347686705
Banjar,Himachal Pradesh,31.639,77.34055,1414.0,3,-7.726605438826365
Bilaspur,Himachal Pradesh,31.33027,76.75663,14037.0,4,-5.7539843347686705
Chamba,Himachal Pradesh,32.57147,76.10229,21502.0,4,-5.7539843347686705
Chaupal,Himachal Pradesh,30.94647,77.5884,1851.0,3,-7.726605438826365
Chowari,Himachal Pradesh,32.4319,76.012,3000.0,3,-7.726605438826365
Chuari Khas,Himachal Pradesh,32.43058,76.01428,3770.0,3,-7.726605438826365
Dagshai,Himachal Pradesh,30.88431,77.05228,2994.0,3,-7.726605438826365
Dalhousie,Himachal Pradesh,32.55219,75.94663,7601.0,3,-7.726605438826365
Daulatpur,Himachal Pradesh,31.78871,75.99154,4810.0,3,-7.726605438826365
Dera Gopipur,Himachal Pradesh,31.87919,76.21871,4816.0,3,-7.726605438826365
Dharamsala,Himachal Pradesh,32.22006,76.32013,30764.0,4,-5.7539843347686705
Gagret,Himachal Pradesh,31.65846,76.06144,3847.0,3,-7.726605438826365
Ghumarwin,Himachal Pradesh,31.44166,76.71509,7899.0,3,-7.726605438826365
Hamirpur,Himachal Pradesh,31.75,76.5,19280.0,4,-5.7539843347686705
Jawala Mukhi,Himachal Pradesh,31.87456,76.32013,5361.0,3,-7.726605438826365
Jogindarnagar,Himachal Pradesh,31.98727,76.78906,5335.0,3,-7.726605438826365
Jubbal,Himachal Pradesh,31.10923,77.65085,1640.0,3,-7.726605438826365
Jutogh,Himachal Pradesh,31.1,77.11667,2467.0,3,-7.726605438826365
Kalka,Himachal Pradesh,30.83982,76.94065,34134.0,4,-5.7539843347686705
Kangar,Himachal Pradesh,32.09135,76.26267,9528.0,3,-7.726605438826365
Kangra,Himachal Pradesh,32.16667,76.25,9528.0,3,-7.726605438826365
Kasauli,Himachal Pradesh,30.89856,76.96587,5215.0,3,-7.726605438826365
Kinnaur,Himachal Pradesh,31.58333,78.41667,84121.0,5,-3.784880204202082
Kotkhai,Himachal Pradesh,31.11728,77.53936,1253.0,3,-7.726605438826365
Kotla,Himachal Pradesh,32.25,76.03333,5000.0,3,-7.726605438826365
Kulu,Himachal Pradesh,32.0,77.25,,3,-7.726605438826365
Kyelang,Himachal Pradesh,32.5717,77.02448,14182.0,4,-5.7539843347686705
Lahul and Spiti,Himachal Pradesh,32.5,77.83333,,3,-7.726605438826365
Manali,Himachal Pradesh,32.2574,77.17481,8096.0,3,-7.726605438826365
Mandi,Himachal Pradesh,31.71194,76.93273,26422.0,4,-5.7539843347686705
Nadaun,Himachal Pradesh,31.78303,76.3431,4838.0,3,-7.726605438826365
Nagar,Himachal Pradesh,32.13808,77.17393,2000.0,3,-7.726605438826365
Nagrota,Himachal Pradesh,32.0571,76.09139,6125.0,3,-7.726605438826365
Nahan,Himachal Pradesh,30.56029,77.29426,28899.0,4,-5.7539843347686705
Nalagarh,Himachal Pradesh,31.04168,76.72285,10708.0,4,-5.7539843347686705
Palampur,Himachal Pradesh,32.11453,76.55681,4131.0,3,-7.726605438826365
Pandoh,Himachal Pradesh,31.66902,77.05359,4351.0,3,-7.726605438826365
Paonta Sahib,Himachal Pradesh,30.43666,77.62462,25183.0,4,-5.7539843347686705
Parwanoo,Himachal Pradesh,30.83716,76.96143,8758.0,3,-7.726605438826365
Rajgarh,Himachal Pradesh,30.85142,77.30066,3083.0,3,-7.726605438826365
Rampur,Himachal Pradesh,31.44943,77.63087,6206.0,3,-7.726605438826365
Rohru,Himachal Pradesh,31.20269,77.75484,8160.0,3,-7.726605438826365
Sabathu,Himachal Pradesh,30.97494,76.99137,6691.0,3,-7.726605438826365
Santokhgarh,Himachal Pradesh,31.35205,76.31775,9363.0,3,-7.726605438826365
Sarahan,Himachal Pradesh,31.50988,77.79395,1495.0,3,-7.726605438826365
Sarka Ghat,Himachal Pradesh,31.69887,76.73529,4715.0,3,-7.726605438826365
Seoni,Himachal Pradesh,31.24188,77.12362,102343.0,5,-3.784880204202082
Shimla,Himachal Pradesh,31.16667,77.58333,206575.0,6,-1.8244515764056963
Sirmaur,Himachal Pradesh,30.75,77.5,11878.0,4,-5.7539843347686705
Solan,Himachal Pradesh,31.08333,76.83333,40283.0,4,-5.7539843347686705
Sundarnagar,Himachal Pradesh,31.53523,76.905,25338.0,4,-5.7539843347686705
Theog,Himachal Pradesh,31.12155,77.35838,4353.0,3,-7.726605438826365
Tira Sujanpur,Himachal Pradesh,31.83364,76.50539,7943.0,3,-7.726605438826365
Una,Himachal Pradesh,31.46493,76.26914,18722.0,4,-5.7539843347686705
Yol,Himachal Pradesh,32.16423,76.19622,11314.0,4,-5.7539843347686705
Akhnur,Jammu and Kashmir,32.86667,74.73333,20756.0,4,-5.7539843347686705
Anantnag,Jammu and Kashmir,33.73068,75.15418,150592.0,5,-3.784880204202082
Awantipur,Jammu and Kashmir,33.91978,75.01515,12647.0,4,-5.7539843347686705
Badgam,Jammu and Kashmir,33.89001,74.66297,,3,-7.726605438826365
Bandipore,Jammu and Kashmir,34.50404,74.82832,27482.0,4,-5.7539843347686705
Banihal,Jammu and Kashmir,33.43647,75.19684,3900.0,3,-7.726605438826365
Baramula,Jammu and Kashmir,34.19287,74.3692,,3,-7.726605438826365
Batoti,Jammu and Kashmir,33.11826,75.30889,4315.0,3,-7.726605438826365
Bhadarwah,Jammu and Kashmir,32.97941,75.71723,13429.0,4,-5.7539843347686705
Bijbehara,Jammu and Kashmir,33.79378,75.107,24590.0,4,-5.7539843347686705
Bishnah,Jammu and Kashmir,32.6106,74.85557,11645.0,4,-5.7539843347686705
Doda,Jammu and Kashmir,33.14916,75.54746,21605.0,4,-5.7539843347686705
Ganderbal,Jammu and Kashmir,34.29467,75.19996,28233.0,4,-5.7539843347686705
Gho Brahmanan de,Jammu and Kashmir,32.5559,74.9539,4040.0,3,-7.726605438826365
Hajan,Jammu and Kashmir,34.29895,74.61681,13239.0,4,-5.7539843347686705
Hiranagar,Jammu and Kashmir,32.45493,75.27187,9446.0,3,-7.726605438826365
Jammu,Jammu and Kashmir,32.75,74.83333,576198.0,6,-1.8244515764056963
Jaurian,Jammu and Kashmir,32.83255,74.57612,3952.0,3,-7.726605438826365
Kathua,Jammu and Kashmir,32.58333,75.5,51991.0,5,-3.784880204202082
Katra,Jammu and Kashmir,32.99167,74.93195,9106.0,3,-7.726605438826365
Khaur,Jammu and Kashmir,32.6027,74.80918,6690.0,3,-7.726605438826365
Kishtwar,Jammu and Kashmir,33.52958,76.01462,230696.0,6,-1.8244515764056963
Kud,Jammu and Kashmir,33.07246,75.28727,1565.0,3,-7.726605438826365
Kulgam,Jammu and Kashmir,33.64456,75.01923,23584.0,4,-5.7539843347686705
Kupwara,Jammu and Kashmir,34.53193,74.26605,21771.0,4,-5.7539843347686705
Ladakh,Jammu and Kashmir,34.33333,77.41667,,3,-7.726605438826365
Magam,Jammu and Kashmir,34.09256,74.59016,5470.0,3,-7.726605438826365
Nawanshahr,Jammu and Kashmir,32.76505,74.52772,14884.0,4,-5.7539843347686705
Noria,Jammu and Kashmir,32.52095,74.79845,9662.0,3,-7.726605438826365
Padam,Jammu and Kashmir,33.46659,76.88488,25000.0,4,-5.7539843347686705
Pahlgam,Jammu and Kashmir,34.01592,75.31899,9264.0,3,-7.726605438826365
Parol,Jammu and Kashmir,32.34598,75.43441,7800.0,3,-7.726605438826365
Pattan,Jammu and Kashmir,34.16125,74.55634,19538.0,4,-5.7539843347686705
Pulwama,Jammu and Kashmir,33.87405,74.89955,18440.0,4,-5.7539843347686705
Punch,Jammu and Kashmir,33.70178,74.19916,,3,-7.726605438826365
Qazigund,Jammu and Kashmir,33.63828,75.14261,9871.0,3,-7.726605438826365
Rajaori,Jammu and Kashmir,33.37526,74.3092,29486.0,4,-5.7539843347686705
Rajauri,Jammu and Kashmir,33.25,74.25,41552.0,4,-5.7539843347686705
Ramban,Jammu and Kashmir,33.32301,75.1861,8128.0,3,-7.726605438826365
Ramgarh,Jammu and Kashmir,33.40379,74.22388,4945.0,3,-7.726605438826365
Ramnagar,Jammu and Kashmir,32.80728,75.31119,8166.0,3,-7.726605438826365
Riasi,Jammu and Kashmir,33.08115,74.83242,8101.0,3,-7.726605438826365
Samba,Jammu and Kashmir,32.57523,75.10929,44562.0,4,-5.7539843347686705
Shupiyan,Jammu and Kashmir,33.73067,74.81869,,3,-7.726605438826365
Sopur,Jammu and Kashmir,34.28671,74.47228,71292.0,5,-3.784880204202082
Soyibug,Jammu and Kashmir,34.07677,74.7057,104000.0,5,-3.784880204202082
Srinagar,Jammu and Kashmir,34.08565,74.80555,1180570.0,7,0.11478305677049683
Sumbal,Jammu and Kashmir,34.23072,74.6472,15041.0,4,-5.7539843347686705
Thang,Jammu and Kashmir,34.9274,76.79336,1622.0,3,-7.726605438826365
Thanna Mandi,Jammu and Kashmir,33.54204,74.381,5490.0,3,-7.726605438826365
Tral,Jammu and Kashmir,33.92708,75.11585,17844.0,4,-5.7539843347686705
Tsrar Sharif,Jammu and Kashmir,33.86319,74.76524,11533.0,4,-5.7539843347686705
Udhampur,Jammu and Kashmir,33.0,75.16667,35507.0,4,-5.7539843347686705
Uri,Jammu and Kashmir,34.08064,74.05088,9366.0,3,-7.726605438826365
Bagra,Jharkhand,23.73333,86.31667,11364.0,4,-5.7539843347686705
Barka Kana,Jharkhand,23.62118,85.46748,18475.0,4,-5.7539843347686705
Barki Saria,Jharkhand,24.17594,85.88938,24134.0,4,-5.7539843347686705
Barwadih,Jharkhand,23.8478,84.11049,7888.0,3,-7.726605438826365
Bhojudih,Jharkhand,23.63962,86.44105,9109.0,3,-7.726605438826365
Bokaro,Jharkhand,23.68562,85.99026,564319.0,6,-1.8244515764056963
Bundu,Jharkhand,23.16095,85.59007,21054.0,4,-5.7539843347686705
Chaibasa,Jharkhand,22.55038,85.80249,63615.0,5,-3.784880204202082
Chakradharpur,Jharkhand,22.67611,85.62892,56531.0,5,-3.784880204202082
Chakulia,Jharkhand,22.48301,86.71793,16306.0,4,-5.7539843347686705
Chandil,Jharkhand,22.95745,86.05331,4839.0,3,-7.726605438826365
Chas,Jharkhand,23.63556,86.16712,141640.0,5,-3.784880204202082
Chatra,Jharkhand,24.20645,84.87085,49985.0,4,-5.7539843347686705
Chiria,Jharkhand,22.31093,85.27601,3945.0,3,-7.726605438826365
Daltonganj,Jharkhand,24.03971,84.0658,78396.0,5,-3.784880204202082
Deogarh,Jharkhand,24.44382,86.72607,0.0,3,-7.726605438826365
Dhanbad,Jharkhand,23.80199,86.44324,1196214.0,7,0.11478305677049683
Dhanwar,Jharkhand,24.41074,85.98183,8777.0,3,-7.726605438826365
Dugda,Jharkhand,23.74516,86.17175,22740.0,4,-5.7539843347686705
Dumka,Jharkhand,24.3,87.25,47663.0,4,-5.7539843347686705
Garhwa,Jharkhand,24.07494,83.71023,0.0,3,-7.726605438826365
Ghatsila,Jharkhand,22.58531,86.47682,40624.0,4,-5.7539843347686705
Giridih,Jharkhand,24.25,85.91667,143529.0,5,-3.784880204202082
Gobindpur,Jharkhand,22.63393,86.07162,27066.0,4,-5.7539843347686705
Godda,Jharkhand,24.83333,87.21667,37007.0,4,-5.7539843347686705
Gomoh,Jharkhand,23.87355,86.1516,31495.0,4,-5.7539843347686705
Gopinathpur,Jharkhand,22.66301,86.075,4688.0,3,-7.726605438826365
Gua,Jharkhand,22.21361,85.38774,12554.0,4,-5.7539843347686705
Gumia,Jharkhand,23.7975,85.82523,48141.0,4,-5.7539843347686705
Gumla,Jharkhand,23.08055,84.53834,80129.0,5,-3.784880204202082
Hazaribag,Jharkhand,24.0,85.25,,3,-7.726605438826365
Hazaribagh,Jharkhand,23.99241,85.36162,153595.0,5,-3.784880204202082
Hesla,Jharkhand,24.06313,85.87905,6286.0,3,-7.726605438826365
Husainabad,Jharkhand,24.52849,84.0,29241.0,4,-5.7539843347686705
Jagannathpur,Jharkhand,22.22115,85.63917,7310.0,3,-7.726605438826365
Jamadoba,Jharkhand,23.71667,86.4,34774.0,4,-5.7539843347686705
Jamshedpur,Jharkhand,22.80278,86.18545,1558000.0,7,0.11478305677049683
Jamtara,Jharkhand,24.0,86.85,29415.0,4,-5.7539843347686705
Jasidih,Jharkhand,24.51379,86.64576,16338.0,4,-5.7539843347686705
Jharia,Jharkhand,23.74079,86.41456,86938.0,5,-3.784880204202082
Jugsalai,Jharkhand,22.77668,86.18351,49660.0,4,-5.7539843347686705
Jumri Tilaiya,Jharkhand,24.4349,85.52951,87867.0,5,-3.784880204202082
Kalikapur,Jharkhand,22.61662,86.2881,4061.0,3,-7.726605438826365
Kandra,Jharkhand,22.8517,86.05192,8157.0,3,-7.726605438826365
Kanke,Jharkhand,23.43478,85.32059,17560.0,4,-5.7539843347686705
Katras,Jharkhand,23.79752,86.29834,57349.0,5,-3.784880204202082
Kenduadih,Jharkhand,23.77574,86.37609,9032.0,3,-7.726605438826365
Kharsawan,Jharkhand,22.79093,85.83102,7216.0,3,-7.726605438826365
Khunti,Jharkhand,23.07602,85.27818,29271.0,4,-5.7539843347686705
Kodarma,Jharkhand,24.46753,85.59397,24633.0,4,-5.7539843347686705
Kuju,Jharkhand,23.72536,85.51023,21356.0,4,-5.7539843347686705
Latehar,Jharkhand,23.75,84.4,19067.0,4,-5.7539843347686705
Lohardaga,Jharkhand,23.5,84.6,461790.0,6,-1.8244515764056963
Madhupur,Jharkhand,24.27419,86.63929,55238.0,5,-3.784880204202082
Malkera,Jharkhand,23.78213,86.28767,12591.0,4,-5.7539843347686705
Manoharpur,Jharkhand,22.37456,85.19234,13189.0,4,-5.7539843347686705
Mugma,Jharkhand,23.77015,86.72746,3195.0,3,-7.726605438826365
Mushabani,Jharkhand,22.51135,86.45713,32761.0,4,-5.7539843347686705
Neturhat,Jharkhand,23.47457,84.2678,4424.0,3,-7.726605438826365
Nirsa,Jharkhand,23.78438,86.70692,14794.0,4,-5.7539843347686705
Noamundi,Jharkhand,22.16094,85.50416,17954.0,4,-5.7539843347686705
Pakur,Jharkhand,24.63925,87.84239,45840.0,4,-5.7539843347686705
Palamu,Jharkhand,23.91667,84.08333,1939869.0,7,0.11478305677049683
Pashchim Singhbhum,Jharkhand,22.5,85.5,,3,-7.726605438826365
patamda,Jharkhand,24.3,85.41667,10655.0,4,-5.7539843347686705
Pathardih,Jharkhand,23.6658,86.43166,45276.0,4,-5.7539843347686705
Purba Singhbhum,Jharkhand,22.59238,86.48341,,3,-7.726605438826365
Ramgarh,Jharkhand,23.63073,85.56057,4945.0,3,-7.726605438826365
Ranchi,Jharkhand,23.34316,85.3094,1073440.0,7,0.11478305677049683
Ray,Jharkhand,23.6843,85.05457,6977.0,3,-7.726605438826365
Sahibganj,Jharkhand,24.99354,87.67333,,3,-7.726605438826365
Saraikela,Jharkhand,22.69963,85.93126,14252.0,4,-5.7539843347686705
Sarubera,Jharkhand,23.81813,85.99628,3310.0,3,-7.726605438826365
Sijua,Jharkhand,23.77617,86.33028,31537.0,4,-5.7539843347686705
Simdega,Jharkhand,22.61523,84.50208,42944.0,4,-5.7539843347686705
Sini,Jharkhand,22.79325,85.94543,6382.0,3,-7.726605438826365
Topchanchi,Jharkhand,23.90381,86.19792,6082.0,3,-7.726605438826365
Afzalpur,Karnataka,17.19986,76.36018,27088.0,4,-5.7539843347686705
Ajjampur,Karnataka,13.72794,76.0068,10795.0,4,-5.7539843347686705
Aland,Karnataka,17.56425,76.56854,42371.0,4,-5.7539843347686705
Alnavar,Karnataka,15.42727,74.74111,17228.0,4,-5.7539843347686705
Alur,Karnataka,12.97805,75.99094,6604.0,3,-7.726605438826365
Anekal,Karnataka,12.7111,77.69557,44260.0,4,-5.7539843347686705
Ankola,Karnataka,14.66049,74.3047,22249.0,4,-5.7539843347686705
Annigeri,Karnataka,15.42513,75.4335,28267.0,4,-5.7539843347686705
Arkalgud,Karnataka,12.76171,76.06035,16810.0,4,-5.7539843347686705
Arsikere,Karnataka,13.31446,76.25704,53216.0,5,-3.784880204202082
Athni,Karnataka,16.72613,75.06421,47842.0,4,-5.7539843347686705
Aurad,Karnataka,18.25397,77.41761,19849.0,4,-5.7539843347686705
Badami,Karnataka,15.91495,75.67683,30943.0,4,-5.7539843347686705
Bagalkot,Karnataka,16.18,75.69,111933.0,5,-3.784880204202082
Bagepalli,Karnataka,13.78338,77.79667,27011.0,4,-5.7539843347686705
Bail-Hongal,Karnataka,15.8137,74.85895,49182.0,4,-5.7539843347686705
Ballari,Karnataka,15.15,76.55,2452595.0,7,0.11478305677049683
Banavar,Karnataka,13.41029,76.16314,7827.0,3,-7.726605438826365
Bangarapet,Karnataka,12.99116,78.17804,44849.0,4,-5.7539843347686705
Bannur,Karnataka,12.33295,76.86201,25455.0,4,-5.7539843347686705
Bantval,Karnataka,12.8905,75.03489,40155.0,4,-5.7539843347686705
Basavakalyan,Karnataka,17.87445,76.94972,69717.0,5,-3.784880204202082
Basavana Bagevadi,Karnataka,16.57278,75.97252,33198.0,4,-5.7539843347686705
Belagavi,Karnataka,16.33333,74.75,4779661.0,7,0.11478305677049683
Belluru,Karnataka,12.9814,76.73308,7412.0,3,-7.726605438826365
Beltangadi,Karnataka,13.98333,75.3,7676.0,3,-7.726605438826365
Belur,Karnataka,13.16558,75.86519,20225.0,4,-5.7539843347686705
Bengaluru,Karnataka,12.97194,77.59369,8495492.0,8,2.0034398595035796
Bengaluru Rural,Karnataka,13.22567,77.57501,,3,-7.726605438826365
Bengaluru Urban,Karnataka,13.0,77.58333,9621551.0,8,2.0034398595035796
Bhadravati,Karnataka,13.84846,75.70502,163903.0,5,-3.784880204202082
Bhalki,Karnataka,18.04348,77.206,40333.0,4,-5.7539843347686705
Bhatkal,Karnataka,13.98534,74.55531,32000.0,4,-5.7539843347686705
Bidar,Karnataka,18.08333,77.33333,172298.0,5,-3.784880204202082
Bilgi,Karnataka,16.34714,75.61804,17792.0,4,-5.7539843347686705
Birur,Karnataka,13.59723,75.97167,23493.0,4,-5.7539843347686705
Byadgi,Karnataka,14.67325,75.4868,30014.0,4,-5.7539843347686705
Byndoor,Karnataka,13.86667,74.63333,20323.0,4,-5.7539843347686705
Canacona,Karnataka,14.9959,74.05056,12434.0,4,-5.7539843347686705
Challakere,Karnataka,14.318,76.65165,55194.0,5,-3.784880204202082
Chamrajnagar,Karnataka,11.96,77.09,,3,-7.726605438826365
Channagiri,Karnataka,14.02399,75.92577,21313.0,4,-5.7539843347686705
Channapatna,Karnataka,12.65143,77.20672,71942.0,5,-3.784880204202082
Channarayapatna,Karnataka,12.90642,76.38775,40417.0,4,-5.7539843347686705
Chik Ballapur,Karnataka,13.43512,77.72787,63652.0,5,-3.784880204202082
Chikkaballapur,Karnataka,13.55,77.87,63652.0,5,-3.784880204202082
Chikkamagaluru,Karnataka,13.49,75.73,121484.0,5,-3.784880204202082
Chiknayakanhalli,Karnataka,13.41609,76.62063,24292.0,4,-5.7539843347686705
Chikodi,Karnataka,16.42898,74.58591,38307.0,4,-5.7539843347686705
Chincholi,Karnataka,17.46508,77.41874,20897.0,4,-5.7539843347686705
Chintamani,Karnataka,13.40051,78.05172,76068.0,5,-3.784880204202082
Chitapur,Karnataka,17.12357,77.0824,31299.0,4,-5.7539843347686705
Chitradurga,Karnataka,14.2,76.5,145853.0,5,-3.784880204202082
Closepet,Karnataka,12.72181,77.28149,95167.0,5,-3.784880204202082
Coondapoor,Karnataka,13.63126,74.6902,30444.0,4,-5.7539843347686705
Dakshina Kannada,Karnataka,12.84,75.29,2089649.0,7,0.11478305677049683
Dandeli,Karnataka,15.26667,74.61667,52295.0,5,-3.784880204202082
Davanagere,Karnataka,14.43,75.9,1945497.0,7,0.11478305677049683
Devanhalli,Karnataka,13.24655,77.71183,28051.0,4,-5.7539843347686705
Dharwad,Karnataka,15.37,75.14,0.0,3,-7.726605438826365
Dod Ballapur,Karnataka,13.29452,77.53777,93105.0,5,-3.784880204202082
French Rocks,Karnataka,12.50094,76.67416,20399.0,4,-5.7539843347686705
Gadag,Karnataka,15.49835,75.65187,1064570.0,7,0.11478305677049683
Gadag-Betageri,Karnataka,15.4167,75.6167,172813.0,5,-3.784880204202082
Gajendragarh,Karnataka,15.73628,75.96976,32359.0,4,-5.7539843347686705
Gangawati,Karnataka,15.4313,76.52933,,3,-7.726605438826365
Gangolli,Karnataka,13.65024,74.67072,15200.0,4,-5.7539843347686705
Gokak,Karnataka,16.16901,74.82393,79121.0,5,-3.784880204202082
Gokarna,Karnataka,14.55,74.31667,25851.0,4,-5.7539843347686705
Goribidnur,Karnataka,13.61072,77.51738,37947.0,4,-5.7539843347686705
Gorur,Karnataka,12.82297,76.06463,6192.0,3,-7.726605438826365
Gubbi,Karnataka,13.31216,76.94102,18446.0,4,-5.7539843347686705
