city,state,lat,lon,population,bortle,limiting_magnitude
Bamboo Flat,Andaman and Nicobar Islands,11.7,92.71667,7962.0,3,-7.726605438826365
Nicobar,Andaman and Nicobar Islands,7.03002,93.79028,36842.0,4,-5.7539843347686705
Port Blair,Andaman and Nicobar Islands,11.66613,92.74635,100608.0,5,-3.784880204202082
South Andaman,Andaman and Nicobar Islands,10.75776,92.52136,238142.0,6,-1.8244515764056963
Addanki,Andhra Pradesh,15.81061,79.97338,28547.0,4,-5.7539843347686705
Adoni,Andhra Pradesh,15.62788,77.27495,184625.0,5,-3.784880204202082
Akasahebpet,Andhra Pradesh,17.50455,82.56597,1500.0,3,-7.726605438826365
Akividu,Andhra Pradesh,16.58225,81.38112,40413.0,4,-5.7539843347686705
Akkarampalle,Andhra Pradesh,13.65,79.42,44219.0,4,-5.7539843347686705
Amalapuram,Andhra Pradesh,16.57868,82.00609,53231.0,5,-3.784880204202082
Amudalavalasa,Andhra Pradesh,18.41025,83.90295,39799.0,4,-5.7539843347686705
Anakapalle,Andhra Pradesh,17.69134,83.00395,86519.0,5,-3.784880204202082
Anantapur,Andhra Pradesh,14.55,77.41667,,3,-7.726605438826365
Atmakur,Andhra Pradesh,15.88109,78.58704,35137.0,4,-5.7539843347686705
Attili,Andhra Pradesh,16.7,81.6,68196.0,5,-3.784880204202082
Avanigadda,Andhra Pradesh,16.02148,80.91808,23737.0,4,-5.7539843347686705
Badvel,Andhra Pradesh,14.7451,79.06288,70626.0,5,-3.784880204202082
Banganapalle,Andhra Pradesh,15.31771,78.22669,25325.0,4,-5.7539843347686705
Bapatla,Andhra Pradesh,15.90422,80.46743,70777.0,5,-3.784880204202082
Betamcherla,Andhra Pradesh,15.45144,78.14797,38994.0,4,-5.7539843347686705
Bhattiprolu,Andhra Pradesh,16.1026,80.78074,18001.0,4,-5.7539843347686705
Bhimavaram,Andhra Pradesh,16.54078,81.52322,146961.0,5,-3.784880204202082
Bhimunipatnam,Andhra Pradesh,17.89017,83.45203,55082.0,5,-3.784880204202082
Bobbili,Andhra Pradesh,18.57366,83.35925,56819.0,5,-3.784880204202082
Challapalle,Andhra Pradesh,16.11756,80.93139,17067.0,4,-5.7539843347686705
Chemmumiahpet,Andhra Pradesh,15.89794,79.32129,31416.0,4,-5.7539843347686705
Chilakalurupet,Andhra Pradesh,16.08987,80.16705,101398.0,5,-3.784880204202082
Chinnachowk,Andhra Pradesh,14.47516,78.8354,64053.0,5,-3.784880204202082
Chipurupalle,Andhra Pradesh,18.31142,83.56846,25898.0,4,-5.7539843347686705
Chirala,Andhra Pradesh,15.82385,80.35219,92942.0,5,-3.784880204202082
Chittoor,Andhra Pradesh,13.41667,79.0,160722.0,5,-3.784880204202082
Chodavaram,Andhra Pradesh,17.82884,82.93526,29000.0,4,-5.7539843347686705
Cuddapah,Andhra Pradesh,14.41667,78.75,,3,-7.726605438826365
Cumbum,Andhra Pradesh,15.58171,79.11059,22653.0,4,-5.7539843347686705
Darsi,Andhra Pradesh,15.76978,79.67939,33418.0,4,-5.7539843347686705
Dharmavaram,Andhra Pradesh,14.41435,77.72035,121874.0,5,-3.784880204202082
Dhone,Andhra Pradesh,15.3952,77.8715,59272.0,5,-3.784880204202082
Diguvametta,Andhra Pradesh,15.39507,78.8293,5166.0,3,-7.726605438826365
East Godavari,Andhra Pradesh,17.83333,81.83333,5154296.0,8,2.0034398595035796
Elamanchili,Andhra Pradesh,17.54907,82.85749,27265.0,4,-5.7539843347686705
Ellore,Andhra Pradesh,16.71311,81.10437,218020.0,6,-1.8244515764056963
Emmiganur,Andhra Pradesh,15.77203,77.48345,95149.0,5,-3.784880204202082
Erraguntla,Andhra Pradesh,14.63853,78.53974,32574.0,4,-5.7539843347686705
Etikoppaka,Andhra Pradesh,17.5,82.73333,12000.0,4,-5.7539843347686705
Gajuwaka,Andhra Pradesh,17.7,83.21667,250423.0,6,-1.8244515764056963
Ganguvada,Andhra Pradesh,18.66667,84.11667,2176.0,3,-7.726605438826365
Gannavaram,Andhra Pradesh,16.54092,80.80213,20728.0,4,-5.7539843347686705
Giddalur,Andhra Pradesh,15.37439,78.92609,35150.0,4,-5.7539843347686705
Gokavaram,Andhra Pradesh,17.25823,81.84985,16389.0,4,-5.7539843347686705
Gorantla,Andhra Pradesh,13.98411,77.77224,24586.0,4,-5.7539843347686705
GovindapuramChilakaluripetGuntur,Andhra Pradesh,16.15477,80.10279,3000.0,3,-7.726605438826365
Gudivada,Andhra Pradesh,16.43547,80.99555,118167.0,5,-3.784880204202082
Gudlavalleru,Andhra Pradesh,16.35,81.05,10491.0,4,-5.7539843347686705
Gudur,Andhra Pradesh,14.15093,79.8521,74037.0,5,-3.784880204202082
Guntakal Junction,Andhra Pradesh,15.17112,77.36244,126270.0,5,-3.784880204202082
Guntur,Andhra Pradesh,16.29974,80.45729,647508.0,6,-1.8244515764056963
Hindupur,Andhra Pradesh,13.82807,77.49143,151677.0,5,-3.784880204202082
Ichchapuram,Andhra Pradesh,19.11393,84.68721,36493.0,4,-5.7539843347686705
Jaggayyapeta,Andhra Pradesh,16.8938,80.09807,41180.0,4,-5.7539843347686705
Jammalamadugu,Andhra Pradesh,14.84677,78.38314,46069.0,4,-5.7539843347686705
Kadiri,Andhra Pradesh,14.11168,78.15982,89429.0,5,-3.784880204202082
Kaikalur,Andhra Pradesh,16.55154,81.214,21292.0,4,-5.7539843347686705
Kakinada,Andhra Pradesh,16.96036,82.23809,384182.0,6,-1.8244515764056963
Kalyandurg,Andhra Pradesh,14.54519,77.10552,32328.0,4,-5.7539843347686705
Kamalapuram,Andhra Pradesh,14.5983,78.66948,14677.0,4,-5.7539843347686705
Kandukur,Andhra Pradesh,15.21542,79.9039,57246.0,5,-3.784880204202082
Kanigiri,Andhra Pradesh,15.40555,79.50694,25045.0,4,-5.7539843347686705
Kankipadu,Andhra Pradesh,16.4353,80.76715,14616.0,4,-5.7539843347686705
Kanuru,Andhra Pradesh,16.28584,81.25464,49006.0,4,-5.7539843347686705
Kavali,Andhra Pradesh,14.9163,79.99449,90099.0,5,-3.784880204202082
Kolanukonda,Andhra Pradesh,16.45392,80.61046,1947.0,3,-7.726605438826365
Kondapalle,Andhra Pradesh,16.61989,80.54244,38714.0,4,-5.7539843347686705
Korukollu,Andhra Pradesh,16.5,81.25,8333.0,3,-7.726605438826365
Kosigi,Andhra Pradesh,15.8551,77.24463,15455.0,4,-5.7539843347686705
Kovvur,Andhra Pradesh,17.0162,81.72934,39667.0,4,-5.7539843347686705
Krishna,Andhra Pradesh,16.66667,81.0,4517398.0,7,0.11478305677049683
Kuppam,Andhra Pradesh,12.74931,78.34189,21963.0,4,-5.7539843347686705
Kurnool,Andhra Pradesh,15.58333,78.33333,457633.0,6,-1.8244515764056963
Macherla,Andhra Pradesh,16.47635,79.43533,57290.0,5,-3.784880204202082
Machilipatnam,Andhra Pradesh,16.18747,81.13888,169892.0,5,-3.784880204202082
Madanapalle,Andhra Pradesh,13.5503,78.50288,180180.0,5,-3.784880204202082
Madugula,Andhra Pradesh,17.91589,82.81578,12704.0,4,-5.7539843347686705
Mandapeta,Andhra Pradesh,16.86254,81.92921,56063.0,5,-3.784880204202082
Mandasa,Andhra Pradesh,18.8683,84.46296,9287.0,3,-7.726605438826365
Mangalagiri,Andhra Pradesh,16.43083,80.56815,107197.0,5,-3.784880204202082
Markapur,Andhra Pradesh,15.73534,79.26848,71092.0,5,-3.784880204202082
Nagari,Andhra Pradesh,13.32139,79.58557,62253.0,5,-3.784880204202082
Nagireddipalli,Andhra Pradesh,14.27005,79.10131,12318.0,4,-5.7539843347686705
Nandigama,Andhra Pradesh,16.7717,80.28596,44359.0,4,-5.7539843347686705
Nandikotkur,Andhra Pradesh,15.85668,78.26569,45343.0,4,-5.7539843347686705
Nandyal,Andhra Pradesh,15.47799,78.4836,200516.0,6,-1.8244515764056963
Narasannapeta,Andhra Pradesh,18.41428,84.04463,26280.0,4,-5.7539843347686705
Narasapur,Andhra Pradesh,16.43425,81.69845,59306.0,5,-3.784880204202082
Narasaraopet,Andhra Pradesh,16.23488,80.04927,116250.0,5,-3.784880204202082
Narasingapuram,Andhra Pradesh,13.60759,79.31652,10875.0,4,-5.7539843347686705
Narayanavanam,Andhra Pradesh,13.42565,79.58881,11253.0,4,-5.7539843347686705
Narsipatnam,Andhra Pradesh,17.66709,82.61245,33757.0,4,-5.7539843347686705
Nayudupet,Andhra Pradesh,13.90742,79.89465,45769.0,4,-5.7539843347686705
Nellore,Andhra Pradesh,14.08333,79.58333,547621.0,6,-1.8244515764056963
Nidadavole,Andhra Pradesh,16.90572,81.67222,43809.0,4,-5.7539843347686705
Nuzvid,Andhra Pradesh,16.78854,80.84593,58590.0,5,-3.784880204202082
Ongole,Andhra Pradesh,15.50357,80.04454,252739.0,6,-1.8244515764056963
Pakala,Andhra Pradesh,13.44903,79.11493,21565.0,4,-5.7539843347686705
Palakollu,Andhra Pradesh,16.5167,81.73,81199.0,5,-3.784880204202082
Palasa,Andhra Pradesh,18.77257,84.41012,65833.0,5,-3.784880204202082
Palkonda,Andhra Pradesh,18.60374,83.75568,29378.0,4,-5.7539843347686705
Pallevada,Andhra Pradesh,16.5779,81.29463,2977.0,3,-7.726605438826365
Palmaner,Andhra Pradesh,13.2,78.74725,54035.0,5,-3.784880204202082
Parlakimidi,Andhra Pradesh,18.78113,84.08836,,3,-7.726605438826365
Parvatipuram,Andhra Pradesh,18.78392,83.42569,53844.0,5,-3.784880204202082
Pavuluru,Andhra Pradesh,15.85292,80.16468,10524.0,4,-5.7539843347686705
Pedana,Andhra Pradesh,16.25582,81.14378,30721.0,4,-5.7539843347686705
pedda nakkalapalem,Andhra Pradesh,15.8668,80.16202,2500.0,3,-7.726605438826365
Peddapuram,Andhra Pradesh,17.07701,82.13836,49477.0,4,-5.7539843347686705
Penugonda,Andhra Pradesh,16.65363,81.7455,23654.0,4,-5.7539843347686705
Penukonda,Andhra Pradesh,14.08286,77.59473,20220.0,4,-5.7539843347686705
Phirangipuram,Andhra Pradesh,16.29078,80.26233,16365.0,4,-5.7539843347686705
Pippara,Andhra Pradesh,16.71667,81.55,7719.0,3,-7.726605438826365
Pithapuram,Andhra Pradesh,17.1168,82.25284,54859.0,5,-3.784880204202082
Polavaram,Andhra Pradesh,17.24754,81.64372,43710.0,4,-5.7539843347686705
Ponnur,Andhra Pradesh,16.07114,80.54944,59913.0,5,-3.784880204202082
Ponnuru,Andhra Pradesh,16.06547,80.55203,57170.0,5,-3.784880204202082
Prakasam,Andhra Pradesh,15.5,79.5,3397448.0,7,0.11478305677049683
Proddatur,Andhra Pradesh,14.7502,78.54813,163970.0,5,-3.784880204202082
Pulivendla,Andhra Pradesh,14.42139,78.22502,65706.0,5,-3.784880204202082
Punganuru,Andhra Pradesh,13.36672,78.57186,54746.0,5,-3.784880204202082
Puttaparthi,Andhra Pradesh,14.1652,77.8117,9000.0,3,-7.726605438826365
Puttur,Andhra Pradesh,13.44189,79.55314,53061.0,5,-3.784880204202082
Rajahmundry,Andhra Pradesh,17.00517,81.77784,341831.0,6,-1.8244515764056963
Ramachandrapuram,Andhra Pradesh,16.83636,82.02871,43657.0,4,-5.7539843347686705
Ramanayyapeta,Andhra Pradesh,16.94516,82.2385,28369.0,4,-5.7539843347686705
Ramapuram,Andhra Pradesh,15.28749,77.86722,5961.0,3,-7.726605438826365
Rampachodavaram,Andhra Pradesh,17.44088,81.77558,25074.0,4,-5.7539843347686705
Rayachoti,Andhra Pradesh,14.05723,78.75056,91234.0,5,-3.784880204202082
Rayadrug,Andhra Pradesh,14.69971,76.85241,61749.0,5,-3.784880204202082
Razam,Andhra Pradesh,18.44909,83.65957,42197.0,4,-5.7539843347686705
Razampeta,Andhra Pradesh,14.19544,79.15896,54050.0,5,-3.784880204202082
Razole,Andhra Pradesh,16.47608,81.83912,13597.0,4,-5.7539843347686705
Renigunta,Andhra Pradesh,13.65143,79.51256,26031.0,4,-5.7539843347686705
Repalle,Andhra Pradesh,16.0184,80.82958,50866.0,5,-3.784880204202082
Salur,Andhra Pradesh,18.51716,83.20548,50206.0,5,-3.784880204202082
Samalkot,Andhra Pradesh,17.05675,82.17639,56864.0,5,-3.784880204202082
Sattenapalle,Andhra Pradesh,16.39381,80.15221,56721.0,5,-3.784880204202082
Singarayakonda,Andhra Pradesh,15.23046,80.02794,19400.0,4,-5.7539843347686705
Sompeta,Andhra Pradesh,18.94419,84.58449,18778.0,4,-5.7539843347686705
Srikakulam,Andhra Pradesh,18.2989,83.89751,137944.0,5,-3.784880204202082
Srisailain,Andhra Pradesh,16.07217,78.86816,24142.0,4,-5.7539843347686705
Suluru,Andhra Pradesh,13.7,80.01667,38065.0,4,-5.7539843347686705
Tadepalle,Andhra Pradesh,16.48333,80.6,64149.0,5,-3.784880204202082
Tadepallegudem,Andhra Pradesh,16.81467,81.52717,108167.0,5,-3.784880204202082
Tadpatri,Andhra Pradesh,14.90832,78.01031,108171.0,5,-3.784880204202082
Tanuku,Andhra Pradesh,16.75438,81.68143,77962.0,5,-3.784880204202082
Tekkali,Andhra Pradesh,18.6057,84.23546,28631.0,4,-5.7539843347686705
Tirumala,Andhra Pradesh,13.68333,79.35,18013.0,4,-5.7539843347686705
Tirupati,Andhra Pradesh,13.63551,79.41989,287482.0,6,-1.8244515764056963
Tuni,Andhra Pradesh,17.35905,82.54607,53425.0,5,-3.784880204202082
Uravakonda,Andhra Pradesh,14.94348,77.25494,35565.0,4,-5.7539843347686705
vadlamuru,Andhra Pradesh,17.09545,82.16565,10000.0,4,-5.7539843347686705
Vadlapudi,Andhra Pradesh,14.31119,79.8043,17881.0,4,-5.7539843347686705
Venkatagiri,Andhra Pradesh,13.96005,79.58032,52688.0,5,-3.784880204202082
Vepagunta,Andhra Pradesh,17.77844,83.21577,26881.0,4,-5.7539843347686705
Vetapalem,Andhra Pradesh,15.78502,80.30663,38671.0,4,-5.7539843347686705
Vijayawada,Andhra Pradesh,16.50745,80.6466,1048240.0,7,0.11478305677049683
Vinukonda,Andhra Pradesh,16.0531,79.73964,59725.0,5,-3.784880204202082
Visakhapatnam,Andhra Pradesh,17.68009,83.20161,1063178.0,7,0.11478305677049683
Vizianagaram,Andhra Pradesh,18.11692,83.41148,228720.0,6,-1.8244515764056963
Vizianagaram District,Andhra Pradesh,18.41102,83.37677,2344474.0,7,0.11478305677049683
Vuyyuru,Andhra Pradesh,16.36307,80.84406,36755.0,4,-5.7539843347686705
West Godavari,Andhra Pradesh,17.0,81.16667,3936966.0,7,0.11478305677049683
Yanam,Andhra Pradesh,16.73308,82.21364,55626.0,5,-3.784880204202082
Yanamalakuduru,Andhra Pradesh,16.48531,80.66746,34177.0,4,-5.7539843347686705
Yarada,Andhra Pradesh,17.65872,83.27419,3406.0,3,-7.726605438826365
Along,Arunachal Pradesh,28.16951,94.8006,18425.0,4,-5.7539843347686705
Anjaw,Arunachal Pradesh,28.06549,96.82878,21167.0,4,-5.7539843347686705
Basar,Arunachal Pradesh,27.99008,94.69451,4284.0,3,-7.726605438826365
Bomdila,Arunachal Pradesh,27.26475,92.42472,8370.0,3,-7.726605438826365
Changlang,Arunachal Pradesh,27.36265,96.34518,148226.0,5,-3.784880204202082
Dibang Valley,Arunachal Pradesh,28.7,95.7,8004.0,3,-7.726605438826365
East Kameng,Arunachal Pradesh,27.3,93.05,78690.0,5,-3.784880204202082
East Siang,Arunachal Pradesh,28.12379,95.16339,99214.0,5,-3.784880204202082
Hayuliang,Arunachal Pradesh,28.07301,96.54305,1834.0,3,-7.726605438826365
Itanagar,Arunachal Pradesh,27.08694,93.60987,59490.0,5,-3.784880204202082
Khonsa,Arunachal Pradesh,27.01667,95.56667,9229.0,3,-7.726605438826365
Kurung Kumey,Arunachal Pradesh,27.99983,93.3924,92076.0,5,-3.784880204202082
Lohit,Arunachal Pradesh,27.84012,96.19521,145726.0,5,-3.784880204202082
Lower Dibang Valley,Arunachal Pradesh,28.37258,95.8804,54080.0,5,-3.784880204202082
Lower Subansiri,Arunachal Pradesh,27.62554,93.93908,83030.0,5,-3.784880204202082
Margherita,Arunachal Pradesh,27.28482,95.66796,26914.0,4,-5.7539843347686705
Naharlagun,Arunachal Pradesh,27.10467,93.69518,36158.0,4,-5.7539843347686705
Pasighat,Arunachal Pradesh,28.06631,95.32678,25581.0,4,-5.7539843347686705
Tawang,Arunachal Pradesh,27.57417,91.92437,11202.0,4,-5.7539843347686705
Tezu,Arunachal Pradesh,27.91256,96.12882,18184.0,4,-5.7539843347686705
Tirap,Arunachal Pradesh,27.01917,95.51788,111975.0,5,-3.784880204202082
Upper Siang,Arunachal Pradesh,28.83355,94.91806,35320.0,4,-5.7539843347686705
Upper Subansiri,Arunachal Pradesh,28.3,94.0,83448.0,5,-3.784880204202082
West Kameng,Arunachal Pradesh,27.4,92.35,83947.0,5,-3.784880204202082
West Siang,Arunachal Pradesh,28.4,94.55,112274.0,5,-3.784880204202082
Ziro,Arunachal Pradesh,27.59497,93.83854,13893.0,4,-5.7539843347686705
Abhayapuri,Assam,26.32255,90.68526,15847.0,4,-5.7539843347686705
Amguri,Assam,26.81482,94.52614,8494.0,3,-7.726605438826365
Badarpur,Assam,24.86852,92.59606,13298.0,4,-5.7539843347686705
Baksa,Assam,26.69804,91.15142,950075.0,6,-1.8244515764056963
Barpathar,Assam,26.28709,93.88844,7657.0,3,-7.726605438826365
Barpeta,Assam,26.47104,91.0308,1693622.0,7,0.11478305677049683
Barpeta Road,Assam,26.50284,90.96937,35571.0,4,-5.7539843347686705
Basugaon,Assam,26.46742,90.41951,13849.0,4,-5.7539843347686705
Bihpuriagaon,Assam,27.01718,93.91673,11780.0,4,-5.7539843347686705
Bijni,Assam,26.49588,90.70298,13257.0,4,-5.7539843347686705
Bilasipara,Assam,26.23285,90.2341,37739.0,4,-5.7539843347686705
Bokajan,Assam,26.02131,93.77945,19877.0,4,-5.7539843347686705
Bokakhat,Assam,26.64018,93.60052,10143.0,4,-5.7539843347686705
Bongaigaon,Assam,26.4603,90.6464,738804.0,6,-1.8244515764056963
Cachar,Assam,24.78213,92.85771,1736617.0,7,0.11478305677049683
Chabua,Assam,27.48253,95.17451,8966.0,3,-7.726605438826365
Chapar,Assam,26.27266,90.44556,20322.0,4,-5.7539843347686705
Chirang,Assam,26.52527,90.49066,482162.0,6,-1.8244515764056963
Darrang,Assam,26.51195,92.16843,928500.0,6,-1.8244515764056963
Dergaon,Assam,26.7,93.96667,20059.0,4,-5.7539843347686705
Dhekiajuli,Assam,26.70367,92.47808,21579.0,4,-5.7539843347686705
Dhemaji,Assam,27.6091,94.7942,13058.0,4,-5.7539843347686705
Dhing,Assam,26.46793,92.47336,20826.0,4,-5.7539843347686705
Dhubri,Assam,26.06749,90.02238,63388.0,5,-3.784880204202082
Dibrugarh,Assam,27.5,95.0,145488.0,5,-3.784880204202082
Digboi,Assam,27.39321,95.61839,21736.0,4,-5.7539843347686705
Dima Hasao,Assam,25.5,93.0,214102.0,6,-1.8244515764056963
Diphu,Assam,25.84341,93.43116,61797.0,5,-3.784880204202082
Dispur,Assam,26.13564,91.80069,10812.0,4,-5.7539843347686705
Duliagaon,Assam,27.37227,95.30754,,3,-7.726605438826365
Dum Duma,Assam,27.56884,95.55664,21706.0,4,-5.7539843347686705
Gauripur,Assam,26.08334,89.96118,23477.0,4,-5.7539843347686705
Goalpara,Assam,26.12791,90.60974,9636.0,3,-7.726605438826365
Gohpur,Assam,26.88184,93.6156,12223.0,4,-5.7539843347686705
Golaghat,Assam,26.4092,93.91193,41989.0,4,-5.7539843347686705
Golakganj,Assam,26.10216,89.82275,8244.0,3,-7.726605438826365
Goshaingaon,Assam,26.43946,89.96307,13933.0,4,-5.7539843347686705
Guwahati,Assam,26.1844,91.7458,1116267.0,7,0.11478305677049683
Haflong,Assam,25.16478,93.01744,43756.0,4,-5.7539843347686705
Hailakandi,Assam,24.5017,92.60069,33637.0,4,-5.7539843347686705
Hajo,Assam,26.2452,91.52525,15977.0,4,-5.7539843347686705
Hojai,Assam,26.00281,92.85605,36869.0,4,-5.7539843347686705
Howli,Assam,26.42237,90.98004,18301.0,4,-5.7539843347686705
Jogighopa,Assam,26.22646,90.57247,2415.0,3,-7.726605438826365
Jorhat,Assam,26.8,94.26,153249.0,5,-3.784880204202082
Kamrup,Assam,26.22322,91.65344,1517542.0,7,0.11478305677049683
Kamrup Metropolitan,Assam,26.05375,92.00763,1253938.0,7,0.11478305677049683
Karbi Anglong,Assam,26.0,93.5,,3,-7.726605438826365
Karimganj,Assam,24.6,92.4,56854.0,5,-3.784880204202082
Kharupatia,Assam,26.51839,92.14722,18599.0,4,-5.7539843347686705
Kokrajhar,Assam,26.6,90.2,34136.0,4,-5.7539843347686705
Lakhimpur,Assam,27.35,94.25,140223.0,5,-3.784880204202082
Lakhipur,Assam,24.79281,93.0091,12871.0,4,-5.7539843347686705
Lala,Assam,24.55418,92.61592,11771.0,4,-5.7539843347686705
Lumding Railway Colony,Assam,25.74903,93.16998,31347.0,4,-5.7539843347686705
Mahur,Assam,25.18305,93.11342,7176.0,3,-7.726605438826365
Maibong,Assam,25.30125,93.13811,8364.0,3,-7.726605438826365
Makum,Assam,27.48652,95.43646,16923.0,4,-5.7539843347686705
Mangaldai,Assam,26.44212,92.03047,25989.0,4,-5.7539843347686705
Mariani,Assam,26.65725,94.31529,23640.0,4,-5.7539843347686705
Moranha,Assam,27.18735,94.91557,7136.0,3,-7.726605438826365
Morigaon,Assam,26.25213,92.34238,29164.0,4,-5.7539843347686705
Nagaon,Assam,26.35037,92.69225,6315.0,3,-7.726605438826365
Nahorkatiya,Assam,27.28912,95.3418,,3,-7.726605438826365
Nalbari,Assam,26.5,91.4,27839.0,4,-5.7539843347686705
Namrup,Assam,27.19395,95.31929,18432.0,4,-5.7539843347686705
Nazira,Assam,26.91649,94.73611,14302.0,4,-5.7539843347686705
North Guwahati,Assam,26.19749,91.7202,17516.0,4,-5.7539843347686705
North Lakhimpur,Assam,27.23517,94.10357,59841.0,5,-3.784880204202082
Numaligarh,Assam,26.62249,93.72225,7386.0,3,-7.726605438826365
Palasbari,Assam,26.12388,91.53974,4925.0,3,-7.726605438826365
Raha,Assam,26.23333,92.51667,11030.0,4,-5.7539843347686705
Rangapara,Assam,26.83772,92.66876,18739.0,4,-5.7539843347686705
Rangia,Assam,26.44931,91.61356,27889.0,4,-5.7539843347686705
Sapatgram,Assam,26.33732,90.1236,12163.0,4,-5.7539843347686705
Sarupathar,Assam,26.206,96.81,9827.0,3,-7.726605438826365
Sibsagar,Assam,26.98427,94.63784,62104.0,5,-3.784880204202082
Silapathar,Assam,27.59441,94.72402,25662.0,4,-5.7539843347686705
Silchar,Assam,24.82733,92.79787,178865.0,5,-3.784880204202082
Soalkuchi,Assam,26.16806,91.57111,13917.0,4,-5.7539843347686705
Sonari,Assam,27.02462,95.01629,19810.0,4,-5.7539843347686705
Sonitpur,Assam,26.76748,92.96425,1924110.0,7,0.11478305677049683
Sorbhog,Assam,26.48612,90.8859,7614.0,3,-7.726605438826365
Tezpur,Assam,26.63333,92.8,75540.0,5,-3.784880204202082
Tinsukia,Assam,27.6,95.6,99507.0,5,-3.784880204202082
Titabar,Assam,26.6014,94.20386,7836.0,3,-7.726605438826365
Udalguri,Assam,26.75367,92.10215,15935.0,4,-5.7539843347686705
Amarpur,Bihar,25.03967,86.90247,25336.0,4,-5.7539843347686705
Araria,Bihar,26.2,87.4,79021.0,5,-3.784880204202082
Arrah,Bihar,25.55629,84.66335,261430.0,6,-1.8244515764056963
Arwal,Bihar,25.16158,84.6904,51849.0,5,-3.784880204202082
Asarganj,Bihar,25.15046,86.68639,6327.0,3,-7.726605438826365
Aurangabad,Bihar,24.75204,84.3742,102244.0,5,-3.784880204202082
Bagaha,Bihar,27.09918,84.09003,112634.0,5,-3.784880204202082
Bahadurganj,Bihar,26.26172,87.82443,36993.0,4,-5.7539843347686705
Bairagnia,Bihar,26.74063,85.27323,42895.0,4,-5.7539843347686705
Baisi,Bihar,25.86302,87.74487,1319.0,3,-7.726605438826365
Bakhtiyarpur,Bihar,25.46179,85.53179,34533.0,4,-5.7539843347686705
Bangaon,Bihar,25.86728,86.51152,60000.0,5,-3.784880204202082
Banka,Bihar,24.89214,86.98425,45977.0,4,-5.7539843347686705
Banmankhi,Bihar,25.88857,87.19421,26806.0,4,-5.7539843347686705
Bar Bigha,Bihar,25.21855,85.7332,41758.0,4,-5.7539843347686705
Barauli,Bihar,26.38109,84.58648,41877.0,4,-5.7539843347686705
Barh,Bihar,25.48339,85.70928,61470.0,5,-3.784880204202082
Barhiya,Bihar,25.28814,86.02055,43045.0,4,-5.7539843347686705
Bariarpur,Bihar,25.28791,86.57643,14595.0,4,-5.7539843347686705
Baruni,Bihar,25.47509,85.96813,84888.0,5,-3.784880204202082
Begusarai,Bihar,25.41853,86.13389,252008.0,6,-1.8244515764056963
Belsand,Bihar,26.44365,85.40076,20566.0,4,-5.7539843347686705
Bettiah,Bihar,26.80229,84.50311,132209.0,5,-3.784880204202082
Bhabhua,Bihar,25.04049,83.60749,50179.0,5,-3.784880204202082
Bhagalpur,Bihar,25.29023,87.06665,400146.0,6,-1.8244515764056963
Bhagirathpur,Bihar,26.2695,86.06346,3500.0,3,-7.726605438826365
Bhawanipur,Bihar,26.45352,87.02744,27000.0,4,-5.7539843347686705
Bhojpur,Bihar,25.30886,84.44504,0.0,3,-7.726605438826365
Bihar Sharif,Bihar,25.20084,85.52389,297268.0,6,-1.8244515764056963
Bihariganj,Bihar,25.73415,86.98837,32805.0,4,-5.7539843347686705
Bikramganj,Bihar,25.21073,84.25508,48465.0,4,-5.7539843347686705
Birpur,Bihar,26.50823,87.01194,19932.0,4,-5.7539843347686705
Bodh Gaya,Bihar,24.69808,84.9869,38439.0,4,-5.7539843347686705
Buxar,Bihar,25.5,84.1,102861.0,5,-3.784880204202082
Chakia,Bihar,26.41598,85.04665,20686.0,4,-5.7539843347686705
Chapra,Bihar,25.78031,84.74709,202352.0,6,-1.8244515764056963
Chhatapur,Bihar,26.21965,87.00479,23425.0,4,-5.7539843347686705
Colgong,Bihar,25.26328,87.23264,33700.0,4,-5.7539843347686705
Dalsingh Sarai,Bihar,25.66795,85.83636,23862.0,4,-5.7539843347686705
Darbhanga,Bihar,26.0,86.0,296039.0,6,-1.8244515764056963
Daudnagar,Bihar,25.03473,84.40095,52364.0,5,-3.784880204202082
Dehri,Bihar,24.90247,84.18217,,3,-7.726605438826365
Dhaka,Bihar,26.67479,85.16698,42063.0,4,-5.7539843347686705
Dighwara,Bihar,25.74434,85.01003,32741.0,4,-5.7539843347686705
Dinapore,Bihar,25.63705,85.04794,152940.0,5,-3.784880204202082
Dumra,Bihar,26.56708,85.5204,15778.0,4,-5.7539843347686705
Dumraon,Bihar,25.55265,84.15149,53618.0,5,-3.784880204202082
Fatwa,Bihar,25.50958,85.30504,50961.0,5,-3.784880204202082
Forbesganj,Bihar,26.30253,87.26556,50475.0,5,-3.784880204202082
Gaya,Bihar,24.79686,85.00385,474093.0,6,-1.8244515764056963
Ghoga,Bihar,25.21738,87.1571,3766.0,3,-7.726605438826365
Gopalganj,Bihar,26.5,84.33333,67339.0,5,-3.784880204202082
Hajipur,Bihar,25.68544,85.20981,147688.0,5,-3.784880204202082
Hilsa,Bihar,25.31642,85.28234,51052.0,5,-3.784880204202082
Hisua,Bihar,24.8336,85.41729,32585.0,4,-5.7539843347686705
Islampur,Bihar,25.14075,85.20587,35641.0,4,-5.7539843347686705
Jagdispur,Bihar,25.46811,84.41939,32447.0,4,-5.7539843347686705
Jahanabad,Bihar,25.21368,84.9871,103202.0,5,-3.784880204202082
Jamalpur,Bihar,25.31258,86.48888,105434.0,5,-3.784880204202082
