id,name,state_id,state_code,state_name,country_id,country_code,country_name,latitude,longitude,native,type,level,parent_id,population,timezone,wikiDataId
57837,Bamboo Flat,4023,AN,Andaman and Nicobar Islands,101,IN,India,11.7,92.71667,बांस फ्लैट,city,,,7962.0,Asia/Kolkata,Q627037
133213,Nicobar,4023,AN,Andaman and Nicobar Islands,101,IN,India,7.03002,93.79028,निकोबार,city,,,36842.0,Asia/Kolkata,Q797295
133482,Port Blair,4023,AN,Andaman and Nicobar Islands,101,IN,India,11.66613,92.74635,पोर्ट ब्लेयर,adm1,,,100608.0,Asia/Kolkata,Q203476
134006,South Andaman,4023,AN,Andaman and Nicobar Islands,101,IN,India,10.75776,92.52136,दक्षिण अंडमान,city,,,238142.0,Asia/Kolkata,Q796979
57593,Addanki,4017,AP,Andhra Pradesh,101,IN,India,15.81061,79.97338,अद्दांकी,city,,,28547.0,Asia/Kolkata,Q2350169
134452,Adoni,4017,AP,Andhra Pradesh,101,IN,India,15.62788,77.27495,अदोनी,city,,,184625.0,Asia/Kolkata,Q490906
57620,Akasahebpet,4017,AP,Andhra Pradesh,101,IN,India,17.50455,82.56597,अकासाहेबपेट,city,,,1500.0,Asia/Kolkata,Q582949
57623,Akividu,4017,AP,Andhra Pradesh,101,IN,India,16.58225,81.38112,अकिविदु,city,,,40413.0,Asia/Kolkata,Q416835
57624,Akkarampalle,4017,AP,Andhra Pradesh,101,IN,India,13.65,79.42,अक्करमपल्ले,city,,,44219.0,Asia/Kolkata,Q585782
57658,Amalapuram,4017,AP,Andhra Pradesh,101,IN,India,16.57868,82.00609,अमलापुरम,city,,,53231.0,Asia/Kolkata,Q588625
57690,Amudalavalasa,4017,AP,Andhra Pradesh,101,IN,India,18.41025,83.90295,अमुदलावलसा,city,,,39799.0,Asia/Kolkata,Q582993
57693,Anakapalle,4017,AP,Andhra Pradesh,101,IN,India,17.69134,83.00395,अनकापल्ली,city,,,86519.0,Asia/Kolkata,Q589133
57698,Anantapur,4017,AP,Andhra Pradesh,101,IN,India,14.55,77.41667,अनंतपुर,city,,,,Asia/Kolkata,Q15212
57758,Atmakur,4017,AP,Andhra Pradesh,101,IN,India,15.88109,78.58704,आत्माकुर,city,,,35137.0,Asia/Kolkata,Q583995
57761,Attili,4017,AP,Andhra Pradesh,101,IN,India,16.7,81.6,अत्तिली,city,,,68196.0,Asia/Kolkata,Q4818468
57771,Avanigadda,4017,AP,Andhra Pradesh,101,IN,India,16.02148,80.91808,अवनीगड्डा,city,,,23737.0,Asia/Kolkata,Q3430115
57794,Badvel,4017,AP,Andhra Pradesh,101,IN,India,14.7451,79.06288,बडवेल,city,,,70626.0,Asia/Kolkata,Q3412838
57849,Banganapalle,4017,AP,Andhra Pradesh,101,IN,India,15.31771,78.22669,बंगानापल्ले,city,,,25325.0,Asia/Kolkata,Q1553292
58137,Bapatla,4017,AP,Andhra Pradesh,101,IN,India,15.90422,80.46743,बापतला,city,,,70777.0,Asia/Kolkata,Q633274
57939,Betamcherla,4017,AP,Andhra Pradesh,101,IN,India,15.45144,78.14797,बेताम्चेर्ला,city,,,38994.0,Asia/Kolkata,Q2442016
57971,Bhattiprolu,4017,AP,Andhra Pradesh,101,IN,India,16.1026,80.78074,भट्टीप्रोलु,city,,,18001.0,Asia/Kolkata,Q3429099
58021,Bhimavaram,4017,AP,Andhra Pradesh,101,IN,India,16.54078,81.52322,भीमावरम,city,,,146961.0,Asia/Kolkata,Q757853
58022,Bhimunipatnam,4017,AP,Andhra Pradesh,101,IN,India,17.89017,83.45203,भीमुनिपट्टनम,city,,,55082.0,Asia/Kolkata,Q2483868
58070,Bobbili,4017,AP,Andhra Pradesh,101,IN,India,18.57366,83.35925,बोब्बिली,city,,,56819.0,Asia/Kolkata,Q861841
58179,Challapalle,4017,AP,Andhra Pradesh,101,IN,India,16.11756,80.93139,चल्लापल्ले,city,,,17067.0,Asia/Kolkata,Q2340109
131514,Chemmumiahpet,4017,AP,Andhra Pradesh,101,IN,India,15.89794,79.32129,चेम्मुमियापेट,city,,,31416.0,Asia/Kolkata,Q886385
131556,Chilakalurupet,4017,AP,Andhra Pradesh,101,IN,India,16.08987,80.16705,चिलकलूरिपेट,city,,,101398.0,Asia/Kolkata,Q1105252
131563,Chinnachowk,4017,AP,Andhra Pradesh,101,IN,India,14.47516,78.8354,चिन्नाचौक,city,,,64053.0,Asia/Kolkata,Q721289
131611,Chipurupalle,4017,AP,Andhra Pradesh,101,IN,India,18.31142,83.56846,चिपुरुपल्ले,city,,,25898.0,Asia/Kolkata,Q532883
131612,Chirala,4017,AP,Andhra Pradesh,101,IN,India,15.82385,80.35219,चिराला,city,,,92942.0,Asia/Kolkata,Q1193800
131575,Chittoor,4017,AP,Andhra Pradesh,101,IN,India,13.41667,79.0,चित्तूर,city,,,160722.0,Asia/Kolkata,Q15213
131577,Chodavaram,4017,AP,Andhra Pradesh,101,IN,India,17.82884,82.93526,चोडावरम,city,,,29000.0,Asia/Kolkata,Q5103763
131627,Cuddapah,4017,AP,Andhra Pradesh,101,IN,India,14.41667,78.75,कडप्पा,city,,,,Asia/Kolkata,Q15342
131628,Cumbum,4017,AP,Andhra Pradesh,101,IN,India,15.58171,79.11059,कम्बम,city,,,22653.0,Asia/Kolkata,Q15342
131658,Darsi,4017,AP,Andhra Pradesh,101,IN,India,15.76978,79.67939,दारसी,city,,,33418.0,Asia/Kolkata,Q3298990
131727,Dharmavaram,4017,AP,Andhra Pradesh,101,IN,India,14.41435,77.72035,धर्मावरम,city,,,121874.0,Asia/Kolkata,Q1948238
131740,Dhone,4017,AP,Andhra Pradesh,101,IN,India,15.3952,77.8715,धोने,city,,,59272.0,Asia/Kolkata,Q1263568
131769,Diguvametta,4017,AP,Andhra Pradesh,101,IN,India,15.39507,78.8293,दिगुवमेट्टा,city,,,5166.0,Asia/Kolkata,Q5276378
131823,East Godavari,4017,AP,Andhra Pradesh,101,IN,India,17.83333,81.83333,पूर्वी गोदावरी,city,,,5154296.0,Asia/Kolkata,Q15338
131830,Elamanchili,4017,AP,Andhra Pradesh,101,IN,India,17.54907,82.85749,एलामंचिली,city,,,27265.0,Asia/Kolkata,Q3415001
131832,Ellore,4017,AP,Andhra Pradesh,101,IN,India,16.71311,81.10437,एलोर,adm2,,,218020.0,Asia/Kolkata,Q1003496
131836,Emmiganur,4017,AP,Andhra Pradesh,101,IN,India,15.77203,77.48345,एम्मिगानुर,city,,,95149.0,Asia/Kolkata,Q2734064
131842,Erraguntla,4017,AP,Andhra Pradesh,101,IN,India,14.63853,78.53974,एर्रागुंटला,city,,,32574.0,Asia/Kolkata,Q720903
131846,Etikoppaka,4017,AP,Andhra Pradesh,101,IN,India,17.5,82.73333,एतिकोप्पाका,city,,,12000.0,Asia/Kolkata,Q1773429
131895,Gajuwaka,4017,AP,Andhra Pradesh,101,IN,India,17.7,83.21667,गजुवाका,city,,,250423.0,Asia/Kolkata,Q1524653
131906,Ganguvada,4017,AP,Andhra Pradesh,101,IN,India,18.66667,84.11667,गंगुवाड़ा,city,,,2176.0,Asia/Kolkata,Q186141
131915,Gannavaram,4017,AP,Andhra Pradesh,101,IN,India,16.54092,80.80213,गन्नवरम,city,,,20728.0,Asia/Kolkata,Q5521417
131955,Giddalur,4017,AP,Andhra Pradesh,101,IN,India,15.37439,78.92609,गिद्दलुर,city,,,35150.0,Asia/Kolkata,Q207098
131972,Gokavaram,4017,AP,Andhra Pradesh,101,IN,India,17.25823,81.84985,गोकावरम,city,,,16389.0,Asia/Kolkata,Q5578050
131993,Gorantla,4017,AP,Andhra Pradesh,101,IN,India,13.98411,77.77224,गोरंटला,city,,,24586.0,Asia/Kolkata,Q3415057
132001,GovindapuramChilakaluripetGuntur,4017,AP,Andhra Pradesh,101,IN,India,16.15477,80.10279,गोविंदपुरम चिलकलुरिपेट गुंटूर,cities,,,3000.0,Asia/Kolkata,Q1707255
132010,Gudivada,4017,AP,Andhra Pradesh,101,IN,India,16.43547,80.99555,गुडिवाड़ा,city,,,118167.0,Asia/Kolkata,Q2350125
132012,Gudlavalleru,4017,AP,Andhra Pradesh,101,IN,India,16.35,81.05,गुद्लावेल्लेरू,city,,,10491.0,Asia/Kolkata,Q1707438
132051,Gudur,4017,AP,Andhra Pradesh,101,IN,India,14.15093,79.8521,गुडूर,city,,,74037.0,Asia/Kolkata,Q1708134
132027,Guntakal Junction,4017,AP,Andhra Pradesh,101,IN,India,15.17112,77.36244,गुंटकल जंक्शन,city,,,126270.0,Asia/Kolkata,Q586397
132028,Guntur,4017,AP,Andhra Pradesh,101,IN,India,16.29974,80.45729,गुंटूर,city,,,647508.0,Asia/Kolkata,Q3120966
132099,Hindupur,4017,AP,Andhra Pradesh,101,IN,India,13.82807,77.49143,हिन्दुपुर,city,,,151677.0,Asia/Kolkata,Q760056
132151,Ichchapuram,4017,AP,Andhra Pradesh,101,IN,India,19.11393,84.68721,इच्छापुरम,city,,,36493.0,Asia/Kolkata,Q952228
132189,Jaggayyapeta,4017,AP,Andhra Pradesh,101,IN,India,16.8938,80.09807,जग्गय्यापेटा,city,,,41180.0,Asia/Kolkata,Q5475354
132228,Jammalamadugu,4017,AP,Andhra Pradesh,101,IN,India,14.84677,78.38314,जम्मालामादुगु,city,,,46069.0,Asia/Kolkata,Q2010440
132328,Kadiri,4017,AP,Andhra Pradesh,101,IN,India,14.11168,78.15982,कादिरी,city,,,89429.0,Asia/Kolkata,Q2351757
132332,Kaikalur,4017,AP,Andhra Pradesh,101,IN,India,16.55154,81.214,कैकालुर,city,,,21292.0,Asia/Kolkata,Q2290801
132678,Kakinada,4017,AP,Andhra Pradesh,101,IN,India,16.96036,82.23809,काकीनाडा,city,,,384182.0,Asia/Kolkata,Q59018
132358,Kalyandurg,4017,AP,Andhra Pradesh,101,IN,India,14.54519,77.10552,कल्याण,city,,,32328.0,Asia/Kolkata,Q2738467
132691,Kamalapuram,4017,AP,Andhra Pradesh,101,IN,India,14.5983,78.66948,कमलापुरम,city,,,14677.0,Asia/Kolkata,Q2441455
132372,Kandukur,4017,AP,Andhra Pradesh,101,IN,India,15.21542,79.9039,कंदुकुर,city,,,57246.0,Asia/Kolkata,Q2564821
132374,Kanigiri,4017,AP,Andhra Pradesh,101,IN,India,15.40555,79.50694,कनिगिरि,city,,,25045.0,Asia/Kolkata,Q12992748
132376,Kankipadu,4017,AP,Andhra Pradesh,101,IN,India,16.4353,80.76715,कनकीपदु,city,,,14616.0,Asia/Kolkata,Q3428285
132388,Kanuru,4017,AP,Andhra Pradesh,101,IN,India,16.28584,81.25464,कनुरू,city,,,49006.0,Asia/Kolkata,Q2564832
132729,Kavali,4017,AP,Andhra Pradesh,101,IN,India,14.9163,79.99449,कवाली,city,,,90099.0,Asia/Kolkata,Q2138686
132552,Kolanukonda,4017,AP,Andhra Pradesh,101,IN,India,16.45392,80.61046,कोलानुकोंडा,city,,,1947.0,Asia/Kolkata,Q6427052
132567,Kondapalle,4017,AP,Andhra Pradesh,101,IN,India,16.61989,80.54244,कोंडापल्ले,city,,,38714.0,Asia/Kolkata,Q2234676
132584,Korukollu,4017,AP,Andhra Pradesh,101,IN,India,16.5,81.25,कोरुकोल्लू,city,,,8333.0,Asia/Kolkata,Q6432751
132590,Kosigi,4017,AP,Andhra Pradesh,101,IN,India,15.8551,77.24463,कोसिगी,city,,,15455.0,Asia/Kolkata,Q6433178
132616,Kovvur,4017,AP,Andhra Pradesh,101,IN,India,17.0162,81.72934,कोव्वुर,city,,,39667.0,Asia/Kolkata,Q2235664
132621,Krishna,4017,AP,Andhra Pradesh,101,IN,India,16.66667,81.0,कृष्ण,city,,,4517398.0,Asia/Kolkata,Q15382
132653,Kuppam,4017,AP,Andhra Pradesh,101,IN,India,12.74931,78.34189,कुप्पम,city,,,21963.0,Asia/Kolkata,Q587868
132660,Kurnool,4017,AP,Andhra Pradesh,101,IN,India,15.58333,78.33333,कुरनूल,city,,,457633.0,Asia/Kolkata,Q15381
133055,Macherla,4017,AP,Andhra Pradesh,101,IN,India,16.47635,79.43533,माचेर्ला,city,,,57290.0,Asia/Kolkata,Q2241562
132806,Machilipatnam,4017,AP,Andhra Pradesh,101,IN,India,16.18747,81.13888,मछलीपट्टनम,city,,,169892.0,Asia/Kolkata,Q845662
132808,Madanapalle,4017,AP,Andhra Pradesh,101,IN,India,13.5503,78.50288,मदनपल्ली,city,,,180180.0,Asia/Kolkata,Q1017723
133059,Madugula,4017,AP,Andhra Pradesh,101,IN,India,17.91589,82.81578,मदुगुला,city,,,12704.0,Asia/Kolkata,Q3420577
132890,Mandapeta,4017,AP,Andhra Pradesh,101,IN,India,16.86254,81.92921,मंडपेटा,city,,,56063.0,Asia/Kolkata,Q2249065
132891,Mandasa,4017,AP,Andhra Pradesh,101,IN,India,18.8683,84.46296,मंदसा,city,,,9287.0,Asia/Kolkata,Q2249065
132902,Mangalagiri,4017,AP,Andhra Pradesh,101,IN,India,16.43083,80.56815,मंगलगिरी,city,,,107197.0,Asia/Kolkata,Q2349939
133088,Markapur,4017,AP,Andhra Pradesh,101,IN,India,15.73534,79.26848,मरकापुर,city,,,71092.0,Asia/Kolkata,Q2087705
133114,Nagari,4017,AP,Andhra Pradesh,101,IN,India,13.32139,79.58557,नागरी,city,,,62253.0,Asia/Kolkata,Q3869911
133258,Nagireddipalli,4017,AP,Andhra Pradesh,101,IN,India,14.27005,79.10131,नागिरेड्डीपल्ली,city,,,12318.0,Asia/Kolkata,Q847606
133143,Nandigama,4017,AP,Andhra Pradesh,101,IN,India,16.7717,80.28596,नंदीगाम,city,,,44359.0,Asia/Kolkata,Q3428280
133144,Nandikotkur,4017,AP,Andhra Pradesh,101,IN,India,15.85668,78.26569,नंदीकोटकुर,city,,,45343.0,Asia/Kolkata,Q6963320
133146,Nandyal,4017,AP,Andhra Pradesh,101,IN,India,15.47799,78.4836,नांदयाल,city,,,200516.0,Asia/Kolkata,Q1772751
133156,Narasannapeta,4017,AP,Andhra Pradesh,101,IN,India,18.41428,84.04463,नरसन्नापेटा,city,,,26280.0,Asia/Kolkata,Q3429912
133157,Narasapur,4017,AP,Andhra Pradesh,101,IN,India,16.43425,81.69845,नरसापुर,city,,,59306.0,Asia/Kolkata,Q379516
133158,Narasaraopet,4017,AP,Andhra Pradesh,101,IN,India,16.23488,80.04927,नरसारावपेट,city,,,116250.0,Asia/Kolkata,Q2483789
133160,Narasingapuram,4017,AP,Andhra Pradesh,101,IN,India,13.60759,79.31652,नरसिंहपुरम,city,,,10875.0,Asia/Kolkata,Q2475130
133275,Narayanavanam,4017,AP,Andhra Pradesh,101,IN,India,13.42565,79.58881,नारायणवनम,city,,,11253.0,Asia/Kolkata,Q2349929
133173,Narsipatnam,4017,AP,Andhra Pradesh,101,IN,India,17.66709,82.61245,नरसीपट्टनम,city,,,33757.0,Asia/Kolkata,Q2563464
133283,Nayudupet,4017,AP,Andhra Pradesh,101,IN,India,13.90742,79.89465,नायडूपेट,city,,,45769.0,Asia/Kolkata,Q3873467
133206,Nellore,4017,AP,Andhra Pradesh,101,IN,India,14.08333,79.58333,नेल्लोर,city,,,547621.0,Asia/Kolkata,Q15383
133214,Nidadavole,4017,AP,Andhra Pradesh,101,IN,India,16.90572,81.67222,निदादावोले,city,,,43809.0,Asia/Kolkata,Q2563407
133294,Nuzvid,4017,AP,Andhra Pradesh,101,IN,India,16.78854,80.84593,नुज्विद,city,,,58590.0,Asia/Kolkata,Q2734090
133300,Ongole,4017,AP,Andhra Pradesh,101,IN,India,15.50357,80.04454,ओंगोल,city,,,252739.0,Asia/Kolkata,Q1920249
133521,Pakala,4017,AP,Andhra Pradesh,101,IN,India,13.44903,79.11493,पकाला,city,,,21565.0,Asia/Kolkata,Q3430034
133523,Palakollu,4017,AP,Andhra Pradesh,101,IN,India,16.5167,81.73,पलाकोल्लू,adm3,,,81199.0,Asia/Kolkata,Q1945121
133340,Palasa,4017,AP,Andhra Pradesh,101,IN,India,18.77257,84.41012,पलासा,city,,,65833.0,Asia/Kolkata,Q1797254
133534,Palkonda,4017,AP,Andhra Pradesh,101,IN,India,18.60374,83.75568,पालकोंडा,city,,,29378.0,Asia/Kolkata,Q3415029
133331,Pallevada,4017,AP,Andhra Pradesh,101,IN,India,16.5779,81.29463,पल्लेवाड़ा,city,,,2977.0,Asia/Kolkata,Q7127847
133336,Palmaner,4017,AP,Andhra Pradesh,101,IN,India,13.2,78.74725,पाल्मानेर,city,,,54035.0,Asia/Kolkata,Q1752584
133361,Parlakimidi,4017,AP,Andhra Pradesh,101,IN,India,18.78113,84.08836,पारलाकिमिडी,adm3,,,,Asia/Kolkata,Q1797389
133549,Parvatipuram,4017,AP,Andhra Pradesh,101,IN,India,18.78392,83.42569,पार्वतीपुरम,city,,,53844.0,Asia/Kolkata,Q1925363
133395,Pavuluru,4017,AP,Andhra Pradesh,101,IN,India,15.85292,80.16468,पावुलुरू,city,,,10524.0,Asia/Kolkata,Q2249295
133400,Pedana,4017,AP,Andhra Pradesh,101,IN,India,16.25582,81.14378,पेडाना,city,,,30721.0,Asia/Kolkata,Q2563472
134447,pedda nakkalapalem,4017,AP,Andhra Pradesh,101,IN,India,15.8668,80.16202,पेड्डा नक्कलपालेम,city,,,2500.0,Asia/Kolkata,Q663062
133402,Peddapuram,4017,AP,Andhra Pradesh,101,IN,India,17.07701,82.13836,पेद्दापुरम,city,,,49477.0,Asia/Kolkata,Q7159047
133409,Penugonda,4017,AP,Andhra Pradesh,101,IN,India,16.65363,81.7455,पेनुगोंडा,city,,,23654.0,Asia/Kolkata,Q2716197
133410,Penukonda,4017,AP,Andhra Pradesh,101,IN,India,14.08286,77.59473,पेनुकोंडा,city,,,20220.0,Asia/Kolkata,Q2572975
133440,Phirangipuram,4017,AP,Andhra Pradesh,101,IN,India,16.29078,80.26233,फिरंगीपुरम,city,,,16365.0,Asia/Kolkata,Q3430158
133455,Pippara,4017,AP,Andhra Pradesh,101,IN,India,16.71667,81.55,पिप्पारा,city,,,7719.0,Asia/Kolkata,Q2720099
133465,Pithapuram,4017,AP,Andhra Pradesh,101,IN,India,17.1168,82.25284,पीथापुरम,city,,,54859.0,Asia/Kolkata,Q2563530
133468,Polavaram,4017,AP,Andhra Pradesh,101,IN,India,17.24754,81.64372,पोलावरम,city,,,43710.0,Asia/Kolkata,Q3420642
133476,Ponnur,4017,AP,Andhra Pradesh,101,IN,India,16.07114,80.54944,पोन्नूर,city,,,59913.0,Asia/Kolkata,Q720891
133478,Ponnuru,4017,AP,Andhra Pradesh,101,IN,India,16.06547,80.55203,पोन्नुरु,city,,,57170.0,Asia/Kolkata,Q2568315
133485,Prakasam,4017,AP,Andhra Pradesh,101,IN,India,15.5,79.5,प्रकाशम,city,,,3397448.0,Asia/Kolkata,Q15390
133489,Proddatur,4017,AP,Andhra Pradesh,101,IN,India,14.7502,78.54813,प्रोद्दातुर,city,,,163970.0,Asia/Kolkata,Q2349966
133497,Pulivendla,4017,AP,Andhra Pradesh,101,IN,India,14.42139,78.22502,पुलिवेन्दुला,city,,,65706.0,Asia/Kolkata,Q2719107
133506,Punganuru,4017,AP,Andhra Pradesh,101,IN,India,13.36672,78.57186,पुंगनुरु,city,,,54746.0,Asia/Kolkata,Q1854679
133517,Puttaparthi,4017,AP,Andhra Pradesh,101,IN,India,14.1652,77.8117,पुट्टपर्ती,city,,,9000.0,Asia/Kolkata,Q1068595
133519,Puttur,4017,AP,Andhra Pradesh,101,IN,India,13.44189,79.55314,पुत्तूर,city,,,53061.0,Asia/Kolkata,Q1945739
133671,Rajahmundry,4017,AP,Andhra Pradesh,101,IN,India,17.00517,81.77784,राजमुंदरी,city,,,341831.0,Asia/Kolkata,Q1639492
133691,Ramachandrapuram,4017,AP,Andhra Pradesh,101,IN,India,16.83636,82.02871,रामचंद्रपुरम,city,,,43657.0,Asia/Kolkata,Q542856
133600,Ramanayyapeta,4017,AP,Andhra Pradesh,101,IN,India,16.94516,82.2385,रामनय्यापेटा,city,,,28369.0,Asia/Kolkata,Q2229781
133712,Ramapuram,4017,AP,Andhra Pradesh,101,IN,India,15.28749,77.86722,रामपुरम,city,,,5961.0,Asia/Kolkata,Q1605050
133605,Rampachodavaram,4017,AP,Andhra Pradesh,101,IN,India,17.44088,81.77558,रामपछोड़ावरम,city,,,25074.0,Asia/Kolkata,Q2010452
133729,Rayachoti,4017,AP,Andhra Pradesh,101,IN,India,14.05723,78.75056,रायचोटी,city,,,91234.0,Asia/Kolkata,Q2349951
133730,Rayadrug,4017,AP,Andhra Pradesh,101,IN,India,14.69971,76.85241,रायड्रग,city,,,61749.0,Asia/Kolkata,Q2349951
133734,Razam,4017,AP,Andhra Pradesh,101,IN,India,18.44909,83.65957,रज़म,city,,,42197.0,Asia/Kolkata,Q3537413
133732,Razampeta,4017,AP,Andhra Pradesh,101,IN,India,14.19544,79.15896,रज़ाम्पेटा,city,,,54050.0,Asia/Kolkata,Q3537413
133733,Razole,4017,AP,Andhra Pradesh,101,IN,India,16.47608,81.83912,राजोलु,city,,,13597.0,Asia/Kolkata,Q3537413
133627,Renigunta,4017,AP,Andhra Pradesh,101,IN,India,13.65143,79.51256,रेनिगुंटा,city,,,26031.0,Asia/Kolkata,Q720932
133630,Repalle,4017,AP,Andhra Pradesh,101,IN,India,16.0184,80.82958,रेपल्ले,city,,,50866.0,Asia/Kolkata,Q2483836
134065,Salur,4017,AP,Andhra Pradesh,101,IN,India,18.51716,83.20548,सालुर,city,,,50206.0,Asia/Kolkata,Q2563482
134066,Samalkot,4017,AP,Andhra Pradesh,101,IN,India,17.05675,82.17639,समालकोट,city,,,56864.0,Asia/Kolkata,Q2563482
133822,Sattenapalle,4017,AP,Andhra Pradesh,101,IN,India,16.39381,80.15221,सत्तेनापल्ली,city,,,56721.0,Asia/Kolkata,Q3445011
133946,Singarayakonda,4017,AP,Andhra Pradesh,101,IN,India,15.23046,80.02794,सिंगरायकोंडा,city,,,19400.0,Asia/Kolkata,Q720856
133990,Sompeta,4017,AP,Andhra Pradesh,101,IN,India,18.94419,84.58449,सोम्पेता,city,,,18778.0,Asia/Kolkata,Q607071
134019,Srikakulam,4017,AP,Andhra Pradesh,101,IN,India,18.2989,83.89751,श्रीकाकुलम,city,,,137944.0,Asia/Kolkata,Q671757
134032,Srisailain,4017,AP,Andhra Pradesh,101,IN,India,16.07217,78.86816,श्रीशैलैन,city,,,24142.0,Asia/Kolkata,Q2269015
134093,Suluru,4017,AP,Andhra Pradesh,101,IN,India,13.7,80.01667,सुलुरु,city,,,38065.0,Asia/Kolkata,Q2248468
134226,Tadepalle,4017,AP,Andhra Pradesh,101,IN,India,16.48333,80.6,ताडेपल्ले,city,,,64149.0,Asia/Kolkata,Q2738731
134227,Tadepallegudem,4017,AP,Andhra Pradesh,101,IN,India,16.81467,81.52717,ताडेपल्लेगुडेम,city,,,108167.0,Asia/Kolkata,Q2235626
134228,Tadpatri,4017,AP,Andhra Pradesh,101,IN,India,14.90832,78.01031,ताड़पत्री,city,,,108171.0,Asia/Kolkata,Q2336339
134113,Tanuku,4017,AP,Andhra Pradesh,101,IN,India,16.75438,81.68143,टनुकु,city,,,77962.0,Asia/Kolkata,Q2566481
134126,Tekkali,4017,AP,Andhra Pradesh,101,IN,India,18.6057,84.23546,तेक्काली,city,,,28631.0,Asia/Kolkata,Q429171
134183,Tirumala,4017,AP,Andhra Pradesh,101,IN,India,13.68333,79.35,तिरुमाला,city,,,18013.0,Asia/Kolkata,Q3424247
134187,Tirupati,4017,AP,Andhra Pradesh,101,IN,India,13.63551,79.41989,तिरुपति,city,,,287482.0,Asia/Kolkata,Q213248
134222,Tuni,4017,AP,Andhra Pradesh,101,IN,India,17.35905,82.54607,तुनि,city,,,53425.0,Asia/Kolkata,Q2576041
134292,Uravakonda,4017,AP,Andhra Pradesh,101,IN,India,14.94348,77.25494,उरावकोंडा,city,,,35565.0,Asia/Kolkata,Q736330
134448,vadlamuru,4017,AP,Andhra Pradesh,101,IN,India,17.09545,82.16565,वडलमुरु,city,,,10000.0,Asia/Kolkata,Q663062
134308,Vadlapudi,4017,AP,Andhra Pradesh,101,IN,India,14.31119,79.8043,वडलापुडी,city,,,17881.0,Asia/Kolkata,Q2449175
134347,Venkatagiri,4017,AP,Andhra Pradesh,101,IN,India,13.96005,79.58032,वेंकटगिरी,city,,,52688.0,Asia/Kolkata,Q719838
134348,Vepagunta,4017,AP,Andhra Pradesh,101,IN,India,17.77844,83.21577,वेपागुंटा,city,,,26881.0,Asia/Kolkata,Q720888
134350,Vetapalem,4017,AP,Andhra Pradesh,101,IN,India,15.78502,80.30663,वेतापालेम,city,,,38671.0,Asia/Kolkata,Q2563456
134356,Vijayawada,4017,AP,Andhra Pradesh,101,IN,India,16.50745,80.6466,विजयवाड़ा,city,,,1048240.0,Asia/Kolkata,Q200017
134364,Vinukonda,4017,AP,Andhra Pradesh,101,IN,India,16.0531,79.73964,विनुकोंडा,city,,,59725.0,Asia/Kolkata,Q2566502
134369,Visakhapatnam,4017,AP,Andhra Pradesh,101,IN,India,17.68009,83.20161,विशाखापत्तनम,adm2,,,1063178.0,Asia/Kolkata,Q200016
134373,Vizianagaram,4017,AP,Andhra Pradesh,101,IN,India,18.11692,83.41148,विजयनगरम,adm2,,,228720.0,Asia/Kolkata,Q3619248
134374,Vizianagaram District,4017,AP,Andhra Pradesh,101,IN,India,18.41102,83.37677,विजयनगरम जिला,district,,,2344474.0,Asia/Kolkata,Q15392
134377,Vuyyuru,4017,AP,Andhra Pradesh,101,IN,India,16.36307,80.84406,वुय्युरु,city,,,36755.0,Asia/Kolkata,Q3418817
134407,West Godavari,4017,AP,Andhra Pradesh,101,IN,India,17.0,81.16667,पश्चिम गोदावरी,city,,,3936966.0,Asia/Kolkata,Q15404
134424,Yanam,4017,AP,Andhra Pradesh,101,IN,India,16.73308,82.21364,यानम,city,,,55626.0,Asia/Kolkata,Q1807929
134426,Yanamalakuduru,4017,AP,Andhra Pradesh,101,IN,India,16.48531,80.66746,यनामालाकुदुरु,city,,,34177.0,Asia/Kolkata,Q2126598
134437,Yarada,4017,AP,Andhra Pradesh,101,IN,India,17.65872,83.27419,यारदा,city,,,3406.0,Asia/Kolkata,Q564781
57645,Along,4024,AR,Arunachal Pradesh,101,IN,India,28.16951,94.8006,साथ में,adm2,,,18425.0,Asia/Kolkata,Q519770
57708,Anjaw,4024,AR,Arunachal Pradesh,101,IN,India,28.06549,96.82878,अंजॉ,adm2,,,21167.0,Asia/Kolkata,Q15413
58151,Basar,4024,AR,Arunachal Pradesh,101,IN,India,27.99008,94.69451,बसर,adm2,,,4284.0,Asia/Kolkata,Q712428
58080,Bomdila,4024,AR,Arunachal Pradesh,101,IN,India,27.26475,92.42472,बोमडिला,city,,,8370.0,Asia/Kolkata,Q859141
58196,Changlang,4024,AR,Arunachal Pradesh,101,IN,India,27.36265,96.34518,चांगलांग,city,,,148226.0,Asia/Kolkata,Q15427
131763,Dibang Valley,4024,AR,Arunachal Pradesh,101,IN,India,28.7,95.7,दिबांग घाटी,city,,,8004.0,Asia/Kolkata,Q42479
131826,East Kameng,4024,AR,Arunachal Pradesh,101,IN,India,27.3,93.05,पूर्वी कामेंग,city,,,78690.0,Asia/Kolkata,Q15424
131828,East Siang,4024,AR,Arunachal Pradesh,101,IN,India,28.12379,95.16339,पूर्वी सियांग,city,,,99214.0,Asia/Kolkata,Q1945304
132090,Hayuliang,4024,AR,Arunachal Pradesh,101,IN,India,28.07301,96.54305,हयुलियांग,city,,,1834.0,Asia/Kolkata,Q18348790
132178,Itanagar,4024,AR,Arunachal Pradesh,101,IN,India,27.08694,93.60987,ईटानगर,adm1,,,59490.0,Asia/Kolkata,Q41128
