des,year,month,day_of_year,days_from_now,dist_km,diameter_km,v_rel,h,threat_score,kinetic_energy_megatons,india_visible,best_observatory,threat_category
2025 CY2,2025,2,34,-415.44582405545134,1012794.6812416038,7.722619201542689e-06,3.41625625141651,28.21,2.6049155483554335e-11,5.045016412419481e-13,0,2,watch
2025 DA2,2025,2,34,-415.35832405545136,5512279.7582175555,2.6047414462856396e-05,8.09644310805801,25.57,3.825847354647286e-11,1.0873021371152785e-10,0,2,monitor
2025 CD,2025,2,34,-415.249990722118,637720.819893939,6.9145611308180755e-06,13.6474197029133,28.45,1.4797371337103173e-10,5.779134472955659e-12,0,2,watch
2025 CE,2025,2,34,-415.16804627767357,1095429.5828115675,1.269885664417348e-05,12.6566622549333,27.13,1.467233878754641e-10,3.078931924115649e-11,0,2,watch
2002 CC14,2025,2,35,-415.0465184998958,3221481.3363691103,3.713339185195154e-05,12.6879328422114,24.8,1.4625134614379098e-10,7.736480710895843e-10,0,2,watch
2025 DC4,2025,2,35,-415.00624072211804,6059420.528822284,2.1466667056380904e-05,5.65941660586352,25.99,2.0049575934456252e-11,2.973753965167193e-11,0,2,monitor
2025 BB2,2025,2,35,-414.94721294434027,291451.57335597085,2.5221134637242833e-05,6.53186478078972,25.64,5.652432723955552e-10,6.424451810303958e-11,0,2,watch
2025 CC2,2025,2,35,-414.79235183322913,6296416.075251963,2.8039135574263564e-05,14.8545586945147,25.41,6.615016862822013e-11,4.565425001866391e-10,0,2,monitor
2025 BR,2025,2,35,-414.27499072211805,4713681.753859357,1.705157974830891e-05,6.0377650699862,26.49,2.184140507749167e-11,1.6963447761789347e-11,1,2,watch
2025 CN1,2025,2,35,-414.14235183322916,4549773.895578129,1.8440157263085593e-05,9.90745626259628,26.32,4.015475400590275e-11,5.776782709969158e-11,1,2,watch
2025 CQ3,2025,2,36,-413.8492962776736,3932565.8346815426,2.7400886926596492e-05,15.5270712629058,25.46,1.0818776896853674e-10,4.65522629252779e-10,0,3,watch
2025 CC,2025,2,36,-413.6305462776736,6386715.26354712,1.0369662472041994e-05,4.75765558767187,27.57,7.724672318487165e-12,2.3689053244423506e-12,0,0,monitor
2025 CQ,2025,2,36,-413.5520740554514,2244881.335727076,4.403161557148918e-05,16.920876573119,24.43,3.318899402577481e-10,2.2940739836555515e-09,0,0,watch
2025 DR7,2025,2,36,-413.5416573887847,3858333.539544321,3.204532057405898e-05,7.85978520115868,25.12,6.527930616494109e-11,1.9080206008267505e-10,0,0,watch
2025 CQ1,2025,2,36,-413.4194351665625,879490.7202492894,1.9487881068282275e-05,18.0517221545176,26.2,3.999926392915224e-10,2.2635963521191427e-10,0,0,watch
2025 CM,2025,2,36,-413.2242962776736,322921.51501275814,1.3732974717674592e-05,6.59842792761857,26.96,2.806132130985564e-10,1.0583825221129944e-11,0,0,watch
2025 CA1,2025,2,36,-413.1798518332291,1109701.5267034026,9.073286417621575e-06,9.68298425053056,27.86,7.917127927486806e-11,6.573250082241138e-12,0,0,watch
2025 CK1,2025,2,37,-412.87637961100694,1573184.9640113772,8.585480784069044e-06,10.1146415794426,27.98,5.5199523835152924e-11,6.076628695883703e-12,1,0,watch
2025 DA6,2025,2,37,-412.8701296110069,4677690.511506223,2.7274991286970847e-05,6.79216179395417,25.47,3.96041921315875e-11,8.785727919141964e-11,1,0,watch
2025 CF4,2025,2,37,-412.6402684998958,625975.7850858121,8.990102027741125e-06,11.384290839424,27.88,1.6349823523264607e-10,8.83840033938578e-12,1,0,watch
2025 CR1,2025,2,37,-412.4923518332291,513776.2522883577,2.803913557426357e-06,6.01922832683856,30.41,3.284970030377142e-11,7.496237539782979e-14,0,0,watch
2025 CP1,2025,2,37,-412.4298518332291,565082.2630430227,6.106109954840887e-06,11.0677310616427,28.72,1.1959459220869742e-10,2.617453045769192e-12,0,0,watch
2025 DB4,2025,2,37,-412.2326296110069,5020497.810819761,2.628842822147336e-05,10.1465556150967,25.55,5.3129591732478725e-11,1.7554925264064168e-10,0,0,monitor
2025 CJ,2025,2,37,-412.22846294434027,599339.4448761903,7.477641165191712e-06,4.87453478771965,28.28,6.081699160872222e-11,9.324553666881227e-13,0,0,watch
2025 CZ1,2025,2,38,-411.72568516656247,314010.50157374324,4.547415319555662e-06,12.8469264462453,29.36,1.8604572088536042e-10,1.4566666585306478e-12,1,0,watch
2016 CO248,2025,2,38,-411.3361018332291,5161943.12294603,1.0709387191897302e-05,5.89753963769147,27.5,1.2235515571421773e-11,4.009622086275915e-12,0,2,monitor
2020 GZ2,2025,2,38,-411.2736018332291,6791599.196765876,8.907680276931144e-06,8.91072383380101,27.9,1.1687067603360183e-11,5.267295368827342e-12,0,2,monitor
2022 PK1,2025,2,38,-411.23332405545136,5753816.3110879725,3.102877430865432e-05,10.9537147015461,25.19,5.907041916869879e-11,3.364221290710892e-10,0,2,monitor
2025 CG,2025,2,39,-410.8965184998958,2096099.9925224567,1.6359296378871874e-05,8.98281282854223,26.58,7.010757974442402e-11,3.3157853292800113e-11,0,2,watch
2025 CK,2025,2,39,-410.7027684998958,2083444.0255579795,7.58166551584117e-06,5.05542631933265,28.25,1.8396727208879635e-11,1.0453874326151992e-12,0,2,watch
2025 DB,2025,2,40,-409.6826296110069,4940762.551344076,6.882791608224603e-05,9.85581855616778,23.46,1.3729772387487444e-10,2.9726727620663047e-09,0,2,watch
2025 DN2,2025,2,40,-409.6479073887847,6521689.952141576,2.990643324615883e-05,7.43508634427458,25.27,3.4094983825696556e-11,1.3878219029561982e-10,0,2,monitor
2012 PB20,2025,2,40,-409.2388796110069,1335063.3132252574,3.730479180106559e-05,4.2616705301142,24.79,1.1908104303052119e-10,8.849555296524605e-11,1,2,watch
2025 CJ3,2025,2,41,-409.13193516656247,2340689.5946297683,2.1466667056380904e-05,8.69989575459443,25.99,7.978749767486372e-11,7.027321162760538e-11,0,4,watch
2025 CF1,2025,2,41,-408.75971294434027,4319283.287165526,2.430886157210247e-05,12.6124044672865,25.72,7.098242321767974e-11,2.1446552203678599e-10,0,2,watch
2025 CO,2025,2,41,-408.54026849989583,5498927.580769997,1.8103586461999307e-05,10.0568477666585,26.36,3.310918545564348e-11,5.632295820940381e-11,0,2,monitor
2025 CH4,2025,2,42,-408.05346294434025,3424071.501605245,0.00019220497316067636,31.6832556664324,21.23,1.7784906951138647e-09,6.689925914413827e-07,1,4,watch
2025 DO1,2025,2,42,-407.3638796110069,4395868.11724285,1.2875515337365378e-05,3.87361648675995,27.1,1.1345838218101797e-11,3.006041317879072e-12,1,2,watch
2025 CV,2025,2,43,-406.5208240554514,4760501.638936641,1.4052856791765201e-05,9.4200971557507,26.91,2.7807841764308055e-11,2.311385947383626e-11,0,0,watch
2025 CL3,2025,2,44,-405.57429627767357,3559802.291725907,2.842919880496021e-05,12.4817725624375,25.38,9.968160154304304e-11,3.359806253966444e-10,0,0,watch
2025 CN2,2025,2,44,-405.45693516656246,1475923.6197319913,8.866753203692616e-06,8.3613490793767,27.91,5.023160937706123e-11,4.5741922640700345e-12,0,0,watch
2025 DQ1,2025,2,45,-405.01735183322916,6710319.523953965,6.453043913459657e-05,13.9079303613677,23.6,1.3374696249093298e-10,4.87850460744501e-09,1,3,monitor
2025 CJ4,2025,2,45,-404.7083240554514,703443.2471782156,1.9850187827575187e-05,12.2063971987854,26.16,3.4444751309481526e-10,1.093796930669366e-10,0,0,watch
2025 DB15,2025,2,45,-404.44096294434024,5841551.995594555,2.0312558099414445e-05,7.68260207336553,26.11,2.671435623402956e-11,4.642782971041396e-11,0,0,monitor
2025 DE,2025,2,46,-404.07499072211806,3006401.303256235,5.7512814416891796e-05,11.4388001657571,23.85,2.1882560733743415e-10,2.336267946805567e-09,1,0,watch
2025 DC,2025,2,46,-403.9263796110069,284646.79361550364,1.0611202939957311e-05,13.4955767153371,27.52,5.030947354061629e-10,2.042417867649804e-11,1,0,watch
2025 DQ3,2025,2,46,-403.8479073887847,2321619.272636203,8.313130928570518e-06,7.31833943720676,28.05,2.6205120985293534e-11,2.887930932499031e-12,1,0,watch
2025 DX,2025,2,46,-403.84512961100694,2450747.312911199,1.818714882039468e-05,8.59787301161584,26.35,6.380535242344598e-11,4.1739165070304057e-11,1,0,watch
2025 DF3,2025,2,46,-403.8048518332291,2732956.688165033,2.4197172498519164e-05,9.16266868350393,25.73,8.11248402294972e-11,1.1163636080587302e-10,1,0,watch
2025 DC5,2025,2,46,-403.7763796110069,1629837.6318191064,9.767077201869688e-06,17.9049167220506,27.7,1.0729823664835181e-10,2.8035371501018012e-11,1,0,watch
2025 DU5,2025,2,46,-403.75832405545134,1958913.1546425878,8.506768623118623e-06,11.0729159222385,28.0,4.8085201485573425e-11,7.084116736553535e-12,0,2,watch
2025 DG4,2025,2,46,-403.61874072211805,708943.7798160224,8.785462321698924e-06,6.631821504843,27.93,8.218369300052367e-11,2.799157670035188e-12,0,2,watch
2025 DD,2025,2,46,-403.61874072211805,5948694.246877196,5.125834980376684e-05,14.4373906443738,24.1,1.244032369442134e-10,2.6347482211935635e-09,0,2,monitor
2025 CR,2025,2,46,-403.22012961100694,4985725.1052475255,2.869225094275389e-05,10.1437014822995,25.36,5.837578732774365e-11,2.281154100263127e-10,0,2,watch
2004 XG,2025,2,47,-403.03262961100694,5971407.241070393,4.986141746700279e-05,9.08543271478923,24.16,7.586361726340178e-11,9.604017382396798e-10,0,2,monitor
2025 CO1,2025,2,47,-402.9263796110069,6947466.992502649,2.4533788698883045e-05,7.4086064891625,25.7,2.6162223779462916e-11,7.607373860392499e-11,0,2,monitor
2025 BX1,2025,2,47,-402.9263796110069,2762394.675209477,4.38293086746002e-05,10.2962302808962,24.44,1.6336429374703455e-10,8.377572579737539e-10,0,2,watch
2025 DS,2025,2,47,-402.8652684998958,6338994.454259926,4.283163180558072e-05,11.7410218242361,24.49,7.933231799233054e-11,1.0166547526388574e-09,0,2,monitor
2024 UD26,2025,2,47,-402.7208240554514,6420246.834575584,0.0002640977009289237,9.3195372805402,20.54,3.833603960921177e-10,1.501586670790016e-07,0,2,monitor
2025 DK,2025,2,47,-402.6729073887847,764251.8164755008,8.351502597493651e-06,19.0439284868838,28.04,2.0810603886839674e-10,1.9827811820396353e-11,0,2,watch
2025 DJ,2025,2,47,-402.5354073887847,916545.9154943837,1.269885664417348e-05,12.5124470439334,27.13,1.733614962355873e-10,3.0091664385887543e-11,0,2,watch
2025 DV3,2025,2,47,-402.43124072211805,6875805.442798224,2.268634960964332e-05,4.78924353850414,25.87,1.580185102445439e-11,2.5135964164230855e-11,1,2,monitor
2025 DM,2025,2,47,-402.28749072211804,4838383.134344248,2.0126331447390137e-05,8.72096188547316,26.13,3.627678184499083e-11,5.819564439412215e-11,1,2,watch
2025 DT5,2025,2,48,-402.01735183322916,214811.44142452464,4.505724365310508e-06,11.7533557681376,29.38,2.4652961270346157e-10,1.1860021300953777e-12,1,3,watch
2025 DN,2025,2,48,-401.5520740554514,1321730.5753991317,9.03159845328255e-06,8.49432990865098,27.87,5.80431279207391e-11,4.989074089425009e-12,0,0,watch
2025 DO,2025,2,48,-401.3694351665625,2040140.0680353392,2.7274991286970847e-05,5.41890262340934,25.47,7.244626197688747e-11,5.5922219314902225e-11,0,0,watch
2025 DB1,2025,2,48,-401.29374072211806,2663544.661905041,1.293494601588891e-05,5.87800973521108,27.09,2.8545321463258206e-11,7.018144512121958e-12,1,0,watch
2025 DC25,2025,2,48,-401.1555462776736,3787266.690261521,4.1282369863394274e-05,14.0605389985816,24.57,1.5326419259321905e-10,1.3054662338672145e-09,1,0,watch
2025 CA2,2025,2,49,-400.9506851665625,5099934.957732225,2.0312558099414445e-05,7.37147280987736,26.11,2.9359878306265564e-11,4.274351570072531e-11,1,0,monitor
2025 EF1,2025,2,49,-400.78749072211804,7233030.380207142,2.510525404966377e-05,11.0875577431952,25.65,3.8484001767079616e-11,1.8257171444056734e-10,1,0,monitor
2025 DV2,2025,2,49,-400.57151849989583,734134.9679739464,8.428778099597386e-06,11.1703399118197,28.02,1.2824932814962417e-10,7.012848910233513e-12,0,0,watch
2025 DZ4,2025,2,49,-400.37568516656245,815973.1676328589,1.2016130063573853e-05,18.1163747149124,27.25,2.667841584623963e-10,5.344465703785425e-11,0,0,watch
2025 DW,2025,2,49,-400.34235183322915,122573.21430639822,2.2375081223848856e-06,7.93846483081938,30.9,1.4491240715793108e-10,6.625745568750844e-14,0,0,watch
2025 DC3,2025,2,49,-400.3090184998958,6080013.16468843,6.078054927992698e-05,25.5915667450561,23.73,2.558332427193244e-10,1.3802426845240416e-08,0,0,monitor
2025 DF,2025,2,50,-399.84235183322915,278598.13100961054,7.794075717228188e-06,3.95005213724993,28.19,1.1050686281762226e-10,6.933736934499949e-13,1,0,watch
2025 DF4,2025,2,50,-399.78749072211804,1763465.7474303474,1.793761178367717e-05,34.9088634162309,26.38,3.5508579663778974e-10,6.60135552085939e-10,0,2,watch
2014 CE13,2025,2,50,-399.78610183322917,3434808.435317172,5.149494759647772e-05,16.8056397295993,24.09,2.519516163704448e-10,3.6196935411481134e-09,0,2,watch
2025 DG1,2025,2,50,-399.68124072211805,707513.1992375386,1.0709387191897302e-05,8.50385827872552,27.5,1.2872001685627486e-10,8.336691529816591e-12,0,2,watch
2025 DE1,2025,2,50,-399.5867962776736,575852.0150250373,3.324793068958378e-05,11.6909952371323,25.04,6.750022387601241e-10,4.714815164969238e-10,0,2,watch
2025 DW2,2025,2,50,-399.5680462776736,1457463.55482394,8.745096788956836e-06,13.934989944872,27.94,8.361295582157238e-11,1.2189194974289153e-11,0,2,watch
2025 DE3,2025,2,50,-399.4867962776736,3207835.824349926,8.19907049621545e-06,7.14847820938444,28.08,1.827115849710938e-11,2.643558344410399e-12,0,2,watch
2022 DG2,2025,2,50,-399.3340184998958,4410167.72930442,6.882791608224602e-06,10.367359901913,28.46,1.617996913318884e-11,3.289258874955302e-12,0,2,watch
2016 AX165,2025,2,51,-399.0333240554514,5724654.219499429,8.012436866142369e-05,9.19129066331483,23.13,1.286446889793345e-10,4.078633718632895e-09,0,2,monitor
2025 DD15,2025,2,51,-398.9951296110069,3484862.5442032805,1.0709387191897302e-05,6.79818322626985,27.5,2.0891606325388126e-11,5.327794139727931e-12,0,2,watch
2025 DR,2025,2,51,-398.7763796110069,4726711.263241911,3.371045547835291e-05,31.1873542238997,25.01,2.2242524611738384e-10,3.4971863174366175e-09,0,2,watch
2025 DB3,2025,2,52,-398.1270740554514,2121594.5074315793,1.2296021688389236e-05,5.18840887261143,27.2,3.0070207950855904e-11,4.697103082104311e-12,0,4,watch
2025 DP4,2025,2,52,-398.0569351665625,5465517.518610419,4.283163180558072e-05,20.3170159725995,24.49,1.59218398726811e-10,3.0442586494163207e-09,0,3,monitor
2025 DP2,2025,2,52,-397.893740722118,1203133.3046745835,1.5695119277045968e-05,7.16693812070195,26.67,9.349416911540765e-11,1.8639274926717686e-11,0,0,watch
2025 DV,2025,2,52,-397.7388796110069,4168098.945566887,1.9309215100725088e-05,10.5178180726018,26.22,4.872504568783464e-11,7.475031267593804e-11,0,0,watch
2025 DE8,2025,2,52,-397.6486018332291,1822227.3039618153,1.0908489565003655e-05,15.2755267177605,27.46,9.144464219054239e-11,2.8428509666684536e-11,0,0,watch
2025 DG2,2025,2,52,-397.6402684998958,2170195.278548547,3.5955441058116554e-05,9.32928197199688,24.87,1.5456602056706552e-10,3.797153411337693e-10,0,0,watch
2025 DQ,2025,2,52,-397.39721294434025,299199.9054011553,3.4975555468959217e-06,6.69300292038734,29.93,7.823916073170307e-11,1.7988863799067704e-13,1,0,watch
2012 DZ,2025,2,52,-397.2242962776736,1066006.8255148153,1.8869683703870573e-05,16.672178862894,26.27,2.9511888129349886e-10,1.7528567536873312e-10,1,0,watch
2025 DR6,2025,2,52,-397.17221294434023,2717974.9529012823,1.1317867897345566e-05,6.1165377296262,27.38,2.5469758630094928e-11,5.090647465768428e-12,1,0,watch
2025 DR4,2025,2,53,-397.0992962776736,1056587.2171777887,1.9668200211683084e-05,13.1835858452721,26.18,2.454103188994872e-10,1.2411629629536046e-10,1,0,watch
2025 DK1,2025,2,53,-397.09512961100694,150543.2323710519,3.0322473175054415e-06,15.4309407860484,30.24,3.1081057625861063e-10,6.230838777056499e-13,1,0,watch
2025 CY3,2025,2,53,-397.0826296110069,4695377.645786894,3.799833966171724e-05,7.9157002396924,24.75,6.405948340237507e-11,3.2265647407113874e-10,1,0,watch
2025 DK13,2025,2,53,-396.4840184998958,3857564.4064699723,1.424835150329777e-05,7.67035548800042,26.88,2.83313276545626e-11,1.5973227926618423e-11,0,0,watch
2025 DU,2025,2,53,-396.39235183322916,1311812.9740228627,8.990102027741125e-06,8.66171077782176,27.88,5.936033959826153e-11,5.1164538467308205e-12,0,0,watch
2025 DS1,2025,2,53,-396.3340184998958,154713.4522386838,2.922567971417673e-06,3.94488367603337,30.32,7.451963947360511e-11,3.646112862034263e-14,1,0,watch
2025 DL25,2025,2,53,-396.1951296110069,451174.5763144508,5.831289736304727e-06,11.2269388331457,28.82,1.451046593153228e-10,2.345764543689337e-12,0,2,watch
2025 DH2,2025,2,53,-396.1430462776736,2693143.8113469076,1.7610213471316063e-05,7.6881809988079,26.42,5.027229070526722e-11,3.029764711099955e-11,0,2,watch
2025 DQ27,2025,2,54,-396.0236018332291,1588077.2887852243,1.0513918846649746e-05,16.1816615615889,27.54,1.0713123200234021e-10,2.856327044809042e-11,0,2,watch
2025 DS2,2025,2,54,-395.94374072211804,3601836.458495739,4.1856664834688245e-05,11.0472650960176,24.54,1.2837941916359938e-10,8.399844685704606e-10,0,2,watch
2025 DZ2,2025,2,54,-395.8805462776736,187671.16522488795,4.147292062487883e-06,11.9922761339337,29.56,2.6501392242024857e-10,9.628639893569973e-13,0,2,watch
2025 DQ6,2025,2,54,-395.8340184998958,1034218.9858102605,3.7476982896398486e-05,17.4240356181167,24.78,6.313946019225353e-10,1.4998892932075047e-09,0,2,watch
2025 DQ4,2025,2,54,-395.72846294434027,6302042.964890246,3.764996878971532e-05,10.1943319490293,24.77,6.090346921645198e-11,5.205701320521041e-10,1,2,monitor
2025 DX2,2025,2,54,-395.5548518332291,4694765.938740384,2.3975331487613505e-05,15.8433210026463,25.75,8.090901183564191e-11,3.2467896115103855e-10,1,2,watch
2025 DP6,2025,2,54,-395.50693516656247,7240426.741471024,7.375044082140057e-05,12.6214542108808,23.31,1.2856118086631797e-10,5.997641414514392e-09,1,2,monitor
2025 DP1,2025,2,54,-395.2951296110069,3851015.1924457797,8.664921259677589e-06,5.61819232750495,27.96,1.2641132716133932e-11,1.9273247976080023e-12,0,4,watch
2026 DN5,2025,2,55,-395.0492962776736,7201979.343280845,2.2272277063899553e-06,8.89727555115307,30.91,2.7515017295074363e-12,8.208726511105497e-14,0,3,monitor
2025 DJ13,2025,2,55,-394.94999072211806,1552338.129163751,8.123900966078055e-06,7.85886275677622,28.1,4.112803875818116e-11,3.108000740929063e-12,0,0,watch
2025 DF1,2025,2,55,-394.94929627767357,4055172.732461876,3.449567285759095e-05,11.5657264585425,24.96,9.838483896888278e-11,5.153562386018029e-10,0,0,watch
2025 DF25,2025,2,55,-394.82499072211806,725099.9946323611,5.221131367598245e-06,7.55610020338029,29.06,5.440820863415795e-11,7.627059277533281e-13,0,0,watch
2025 DS4,2025,2,55,-394.43887961100694,1130975.9828392426,9.544751381615995e-06,8.37590451637117,27.75,7.068755430528088e-11,5.725654528438344e-12,1,2,watch
2025 DE2,2025,2,56,-394.13749072211806,1295820.4952049307,1.4715147528328301e-05,9.5152542530939,26.81,1.0805383200987767e-10,2.7077121850076943e-11,1,3,watch
2015 BK509,2025,2,56,-394.093740722118,3600240.2077305336,0.00011422590839630678,14.5528180487276,22.36,4.617216533976606e-10,2.9624832501658653e-08,1,3,watch
2025 DH30,2025,2,56,-394.01179627767357,400336.7107106172,1.075881947718525e-05,28.0730045960954,27.49,7.544458965440866e-10,9.211693899574387e-11,1,3,watch
2023 RW3,2025,2,56,-393.85207405545134,2742173.0195633573,1.606070556921174e-05,5.14883623682583,26.62,3.0156354917719735e-11,1.0308129418003166e-11,0,0,watch
2025 FE26,2025,2,56,-393.78471294434024,4575607.538656356,1.7209356073147527e-05,6.7557362958141,26.47,2.540905671404945e-11,2.1832681661292498e-11,0,0,watch
2025 DR1,2025,2,56,-393.66874072211806,2783202.525311385,1.1370108801958289e-05,6.25410657995179,27.37,2.5549657858671037e-11,5.396252472646275e-12,0,0,watch
2025 DJ25,2025,2,56,-393.51249072211806,6033752.425033733,1.6284132239588287e-05,7.49822598455493,26.59,2.0236512023299812e-11,2.2786559406309534e-11,0,0,monitor
2025 DP,2025,2,56,-393.4729073887847,5580476.2834108425,1.606070556921174e-05,6.48800316269022,26.62,1.8672583348816413e-11,1.6367555054254322e-11,0,0,monitor
2026 DS8,2025,2,56,-393.39096294434023,5008973.311827434,1.7529301890064892e-05,17.5947460936788,26.43,6.157421825883372e-11,1.565048182660116e-10,1,0,monitor
2025 DM2,2025,2,56,-393.38332405545134,907782.6974733997,1.1111293527590923e-05,14.7660395301267,27.42,1.8073686567930665e-10,2.807306027017061e-11,1,0,watch
2025 DT2,2025,2,56,-393.29096294434027,289924.59182933375,1.598691333008121e-05,9.84938325861092,26.63,5.43111005232893e-10,3.720315559894513e-11,0,2,watch
2025 DT,2025,2,56,-393.2083240554514,975755.7776962522,2.922567971417673e-05,24.4765406745517,25.32,7.33117399473037e-10,1.4036595362394669e-09,0,2,watch
2025 DL1,2025,2,56,-393.1930462776736,3838243.3315032707,9.370540035538657e-06,3.5885209999173,27.79,8.760877514486895e-12,9.944722951625018e-13,0,2,watch
2025 DB30,2025,2,57,-393.0027684998958,385538.65000416455,5.032277948244692e-06,9.13660323135867,29.14,1.1925633645947243e-10,9.984612981784375e-13,0,2,watch
2025 DT1,2025,2,57,-392.68124072211805,854413.7171789465,6.2771805517287305e-06,7.8383759054026,28.66,5.758674024217162e-11,1.4263098414838556e-12,0,2,watch
2025 EE,2025,2,57,-392.59860183322917,2716476.123245024,2.1466667056380904e-05,16.9352581413983,25.99,1.3382909752984786e-10,2.662841681842648e-10,0,2,watch
2009 DE1,2025,2,57,-392.5888796110069,2508262.0543423397,4.166435092871577e-05,18.2947751196595,24.55,3.03891664520392e-10,2.272039385561627e-09,1,2,watch
2025 DN6,2025,2,57,-392.3951296110069,298312.1291256049,3.1315880022431413e-06,5.99867196862908,30.17,6.29721936597538e-11,1.037222506413197e-13,0,4,watch
2025 DY,2025,2,57,-392.2215184998958,3638561.549601334,2.1368036680403075e-05,12.8083786704014,26.0,7.521925945587394e-11,1.5022770130728027e-10,0,4,watch
2025 DK3,2025,2,58,-391.9854073887847,1069332.9828260322,1.2875515337365378e-05,15.6476792565203,27.1,1.8840897783686738e-10,4.905254845643495e-11,0,2,watch
2025 EX,2025,2,58,-391.7867962776736,7120215.546229349,7.108281536872795e-05,10.1064588111212,23.39,1.0089519636565253e-10,3.4431799865232944e-09,0,2,monitor
2025 DJ1,2025,2,58,-391.77707405545135,4955628.108256673,2.9360579322480965e-05,6.45106340014645,25.31,3.822057558330069e-11,9.886084649528427e-11,0,2,watch
2025 DF9,2025,2,58,-391.5756851665625,4682324.594446605,1.3796363248869904e-05,4.54643514268169,26.95,1.3395968060449583e-11,5.094525080589519e-12,1,2,watch
2025 DU7,2025,2,59,-390.62082405545135,685293.4850469192,4.362793129346934e-06,3.20644302427192,29.45,2.0413221344105095e-11,8.013251235050535e-14,1,2,watch
2025 EK,2025,2,59,-390.6104073887847,262122.08367142803,6.6338343155623765e-06,10.0137764270825,28.54,2.53430511309454e-10,2.7476251713138684e-12,0,1,watch
2025 EA,2025,2,59,-390.5180462776736,3780668.947793406,2.186576219385461e-05,11.4477191826136,25.95,6.620868125868368e-11,1.285877625232741e-10,1,1,watch
2025 DS24,2025,3,60,-390.1090184998958,3309823.06749009,1.9220497316067632e-05,32.1449722549886,26.23,1.866692993413089e-10,6.886329752269446e-10,1,3,watch
2025 EG,2025,3,60,-390.04374072211806,3596297.767987635,4.302933363527671e-05,12.4605518081703,24.48,1.4908922331351673e-10,1.1610107876005779e-09,0,3,watch
2025 DH27,2025,3,60,-389.7805462776736,6852969.304406344,2.464703152225154e-05,11.2849407138872,25.69,4.0586828445748054e-11,1.7896177073815429e-10,0,0,monitor
2025 DJ22,2025,3,60,-389.6826296110069,558382.4133103137,1.3796363248869904e-05,13.1039566571366,26.95,3.2376905455801583e-10,4.232204069569268e-11,0,0,watch
2025 EZ,2025,3,60,-389.53957405545134,3297529.25739776,1.4783069563234703e-05,7.13696979231376,26.8,3.199556779482199e-11,1.5445053669168688e-11,0,0,watch
2025 DV5,2025,3,60,-389.29721294434023,6203781.674134611,2.778207123415953e-05,23.5137728287941,25.43,1.0530049992523768e-10,1.1127723881872612e-09,1,0,monitor
2025 ER1,2025,3,60,-389.22012961100694,7448954.879501988,3.324793068958378e-05,8.25997362659492,25.04,3.68678606700298e-11,2.3535261380055506e-10,1,0,monitor
2025 DE5,2025,3,61,-389.08749072211805,767637.1925510123,6.726120143639389e-06,7.37721930773469,28.51,6.46399938295099e-11,1.554343828018901e-12,1,0,watch
2025 ER2,2025,3,61,-389.02707405545135,840362.6963219506,9.857450854520781e-06,10.9973105318679,27.68,1.2899840577676057e-10,1.0872631812107293e-11,1,0,watch
2025 CV1,2025,3,61,-388.6194351665625,6307693.531008858,4.8279706415096635e-05,10.3204977650018,24.23,7.899410453320709e-11,1.1250271229290438e-09,0,2,monitor
2025 EA2,2025,3,61,-388.59860183322917,2090399.4836705998,1.6284132239588287e-05,11.0897504818755,26.59,8.638873323571632e-11,4.9843123922147835e-11,0,2,watch
2025 EK2,2025,3,61,-388.5645740554514,5829868.084020432,2.6167643865311364e-05,8.35254578958817,25.56,3.7490804327071476e-11,1.1732739681151717e-10,0,2,monitor
2025 DB22,2025,3,61,-388.5597129443403,1474403.4444671574,1.2582432826660864e-05,14.9739576294132,27.15,1.277864730500868e-10,4.192131568830566e-11,0,2,watch
2025 DH1,2025,3,61,-388.52221294434025,1535527.2477304386,1.7610213471316063e-05,4.26969960433979,26.42,4.896710338546664e-11,9.344505995600443e-12,0,2,watch
2025 EF2,2025,3,62,-388.0895740554514,2205417.8104481683,1.4851305112009543e-05,13.1083463721574,26.79,8.82717327141075e-11,5.28271914037973e-11,0,2,watch
2025 EP2,2025,3,62,-388.0742962776736,731934.1104369131,1.1851262578379339e-05,12.7836145638788,27.28,2.0698854000244084e-10,2.5531071406539386e-11,0,2,watch
2025 EN,2025,3,62,-387.7298518332292,3443376.0308179194,1.1960920960881965e-05,7.22338678145912,27.26,2.5091177260239436e-11,8.379988927037117e-12,1,2,watch
2025 DH15,2025,3,62,-387.72776849989583,3215496.5130140036,2.0219230372424747e-05,19.670534492319,26.12,1.236894727887994e-10,3.0018848307822415e-10,1,2,watch
2025 EL,2025,3,62,-387.64512961100695,342839.69589147734,4.739850246262987e-06,11.9648019821355,29.27,1.6541657894675147e-10,1.4307795870142096e-12,1,2,watch
2025 EY1,2025,3,62,-387.6152684998959,787874.8005753343,1.6284132239588287e-05,11.1996731382376,26.59,2.314796187034382e-10,5.083612051354947e-11,1,2,watch
2025 DX24,2025,3,62,-387.4847129443403,1770800.8919789249,1.2127313946134737e-05,16.4659261339613,27.23,1.1276674669914832e-10,4.538726677274494e-11,1,4,watch
2025 EJ2,2025,3,63,-387.07290738878476,5053311.69853779,1.8103586461999307e-05,10.1371170678973,26.36,3.63164170868759e-11,5.722563605269821e-11,0,0,monitor
2025 DC50,2025,3,63,-387.0534629443403,2259709.317443524,7.546830927015564e-06,11.7447060615932,28.26,3.922420917156481e-11,5.564754490926063e-12,0,0,watch
