asteroid_id,wavelength_nm,reflectance,class_label
1_Ceres,450.0,0.965,C
1_Ceres,500.0,0.985,C
1_Ceres,550.0,1.0,C
1_Ceres,600.0,1.007,C
1_Ceres,650.0,1.012,C
1_Ceres,700.0,1.014,C
1_Ceres,750.0,1.014,C
1_Ceres,800.0,1.012,C
1_Ceres,850.0,1.009,C
1_Ceres,900.0,1.005,C
1_Ceres,950.0,1.003,C
1_Ceres,1000.0,1.004,C
1_Ceres,1050.0,1.004,C
1_Ceres,1100.0,1.005,C
1_Ceres,1150.0,1.008,C
1_Ceres,1200.0,1.012,C
1_Ceres,1250.0,1.015,C
1_Ceres,1300.0,1.019,C
1_Ceres,1350.0,1.026,C
1_Ceres,1400.0,1.034,C
1_Ceres,1450.0,1.043,C
1_Ceres,1500.0,1.052,C
1_Ceres,1550.0,1.062,C
1_Ceres,1600.0,1.071,C
1_Ceres,1650.0,1.081,C
1_Ceres,1700.0,1.09,C
1_Ceres,1750.0,1.101,C
1_Ceres,1800.0,1.109,C
1_Ceres,1850.0,1.12,C
1_Ceres,1900.0,1.13,C
1_Ceres,1950.0,1.139,C
1_Ceres,2000.0,1.148,C
1_Ceres,2050.0,1.158,C
1_Ceres,2100.0,1.17,C
1_Ceres,2150.0,1.18,C
1_Ceres,2200.0,1.188,C
1_Ceres,2250.0,1.196,C
1_Ceres,2300.0,1.202,C
1_Ceres,2350.0,1.208,C
1_Ceres,2400.0,1.214,C
1_Ceres,2450.0,1.22,C
2_Pallas,450.0,0.978,B
2_Pallas,500.0,0.989,B
2_Pallas,550.0,1.0,B
2_Pallas,600.0,1.004,B
2_Pallas,650.0,1.002,B
2_Pallas,700.0,0.995,B
2_Pallas,750.0,0.983,B
2_Pallas,800.0,0.97,B
2_Pallas,850.0,0.955,B
2_Pallas,900.0,0.94,B
2_Pallas,950.0,0.93,B
2_Pallas,1000.0,0.921,B
2_Pallas,1050.0,0.912,B
2_Pallas,1100.0,0.905,B
2_Pallas,1150.0,0.898,B
2_Pallas,1200.0,0.892,B
2_Pallas,1250.0,0.885,B
2_Pallas,1300.0,0.879,B
2_Pallas,1350.0,0.876,B
2_Pallas,1400.0,0.873,B
2_Pallas,1450.0,0.868,B
2_Pallas,1500.0,0.861,B
2_Pallas,1550.0,0.859,B
2_Pallas,1600.0,0.858,B
2_Pallas,1650.0,0.855,B
2_Pallas,1700.0,0.848,B
2_Pallas,1750.0,0.847,B
2_Pallas,1800.0,0.842,B
2_Pallas,1850.0,0.841,B
2_Pallas,1900.0,0.841,B
2_Pallas,1950.0,0.841,B
2_Pallas,2000.0,0.84,B
2_Pallas,2050.0,0.837,B
2_Pallas,2100.0,0.834,B
2_Pallas,2150.0,0.831,B
2_Pallas,2200.0,0.828,B
2_Pallas,2250.0,0.825,B
2_Pallas,2300.0,0.82,B
2_Pallas,2350.0,0.814,B
2_Pallas,2400.0,0.808,B
2_Pallas,2450.0,0.803,B
3_Juno,450.0,0.852,Sq
3_Juno,500.0,0.929,Sq
3_Juno,550.0,1.0,Sq
3_Juno,600.0,1.059,Sq
3_Juno,650.0,1.128,Sq
3_Juno,700.0,1.195,Sq
3_Juno,750.0,1.232,Sq
3_Juno,800.0,1.216,Sq
3_Juno,850.0,1.148,Sq
3_Juno,900.0,1.09,Sq
3_Juno,950.0,1.111,Sq
3_Juno,1000.0,1.205,Sq
3_Juno,1050.0,1.287,Sq
3_Juno,1100.0,1.351,Sq
3_Juno,1150.0,1.406,Sq
3_Juno,1200.0,1.448,Sq
3_Juno,1250.0,1.471,Sq
3_Juno,1300.0,1.498,Sq
3_Juno,1350.0,1.521,Sq
3_Juno,1400.0,1.541,Sq
3_Juno,1450.0,1.559,Sq
3_Juno,1500.0,1.561,Sq
3_Juno,1550.0,1.555,Sq
3_Juno,1600.0,1.53,Sq
3_Juno,1650.0,1.497,Sq
3_Juno,1700.0,1.455,Sq
3_Juno,1750.0,1.418,Sq
3_Juno,1800.0,1.388,Sq
3_Juno,1850.0,1.369,Sq
3_Juno,1900.0,1.363,Sq
3_Juno,1950.0,1.364,Sq
3_Juno,2000.0,1.368,Sq
3_Juno,2050.0,1.388,Sq
3_Juno,2100.0,1.415,Sq
3_Juno,2150.0,1.44,Sq
3_Juno,2200.0,1.457,Sq
3_Juno,2250.0,1.472,Sq
3_Juno,2300.0,1.482,Sq
3_Juno,2350.0,1.484,Sq
3_Juno,2400.0,1.487,Sq
3_Juno,2450.0,1.49,Sq
4_Vesta,450.0,0.938,V
4_Vesta,500.0,0.971,V
4_Vesta,550.0,1.0,V
4_Vesta,600.0,1.023,V
4_Vesta,650.0,1.045,V
4_Vesta,700.0,1.064,V
4_Vesta,750.0,1.076,V
4_Vesta,800.0,1.078,V
4_Vesta,850.0,1.077,V
4_Vesta,900.0,1.083,V
4_Vesta,950.0,1.098,V
4_Vesta,1000.0,1.116,V
4_Vesta,1050.0,1.132,V
4_Vesta,1100.0,1.147,V
4_Vesta,1150.0,1.164,V
4_Vesta,1200.0,1.18,V
4_Vesta,1250.0,1.191,V
4_Vesta,1300.0,1.202,V
4_Vesta,1350.0,1.212,V
4_Vesta,1400.0,1.222,V
4_Vesta,1450.0,1.233,V
4_Vesta,1500.0,1.24,V
4_Vesta,1550.0,1.248,V
4_Vesta,1600.0,1.255,V
4_Vesta,1650.0,1.261,V
4_Vesta,1700.0,1.265,V
4_Vesta,1750.0,1.271,V
4_Vesta,1800.0,1.277,V
4_Vesta,1850.0,1.284,V
4_Vesta,1900.0,1.291,V
4_Vesta,1950.0,1.298,V
4_Vesta,2000.0,1.304,V
4_Vesta,2050.0,1.311,V
4_Vesta,2100.0,1.32,V
4_Vesta,2150.0,1.327,V
4_Vesta,2200.0,1.332,V
4_Vesta,2250.0,1.339,V
4_Vesta,2300.0,1.345,V
4_Vesta,2350.0,1.351,V
4_Vesta,2400.0,1.356,V
4_Vesta,2450.0,1.362,V
5_Astraea,450.0,0.839,S
5_Astraea,500.0,0.922,S
5_Astraea,550.0,1.0,S
5_Astraea,600.0,1.063,S
5_Astraea,650.0,1.123,S
5_Astraea,700.0,1.173,S
5_Astraea,750.0,1.193,S
5_Astraea,800.0,1.162,S
5_Astraea,850.0,1.11,S
5_Astraea,900.0,1.079,S
5_Astraea,950.0,1.086,S
5_Astraea,1000.0,1.118,S
5_Astraea,1050.0,1.15,S
5_Astraea,1100.0,1.19,S
5_Astraea,1150.0,1.236,S
5_Astraea,1200.0,1.271,S
5_Astraea,1250.0,1.296,S
5_Astraea,1300.0,1.322,S
5_Astraea,1350.0,1.352,S
5_Astraea,1400.0,1.376,S
5_Astraea,1450.0,1.396,S
5_Astraea,1500.0,1.408,S
5_Astraea,1550.0,1.412,S
5_Astraea,1600.0,1.405,S
5_Astraea,1650.0,1.392,S
5_Astraea,1700.0,1.374,S
5_Astraea,1750.0,1.358,S
5_Astraea,1800.0,1.345,S
5_Astraea,1850.0,1.338,S
5_Astraea,1900.0,1.333,S
5_Astraea,1950.0,1.331,S
5_Astraea,2000.0,1.333,S
5_Astraea,2050.0,1.341,S
5_Astraea,2100.0,1.353,S
5_Astraea,2150.0,1.365,S
5_Astraea,2200.0,1.373,S
5_Astraea,2250.0,1.38,S
5_Astraea,2300.0,1.385,S
5_Astraea,2350.0,1.39,S
5_Astraea,2400.0,1.396,S
5_Astraea,2450.0,1.4,S
7_Iris,450.0,0.839,S
7_Iris,500.0,0.922,S
7_Iris,550.0,1.0,S
7_Iris,600.0,1.063,S
7_Iris,650.0,1.123,S
7_Iris,700.0,1.173,S
7_Iris,750.0,1.193,S
7_Iris,800.0,1.162,S
7_Iris,850.0,1.11,S
7_Iris,900.0,1.079,S
7_Iris,950.0,1.086,S
7_Iris,1000.0,1.118,S
7_Iris,1050.0,1.15,S
7_Iris,1100.0,1.19,S
7_Iris,1150.0,1.236,S
7_Iris,1200.0,1.271,S
7_Iris,1250.0,1.296,S
7_Iris,1300.0,1.322,S
7_Iris,1350.0,1.352,S
7_Iris,1400.0,1.376,S
7_Iris,1450.0,1.396,S
7_Iris,1500.0,1.408,S
7_Iris,1550.0,1.412,S
7_Iris,1600.0,1.405,S
7_Iris,1650.0,1.392,S
7_Iris,1700.0,1.374,S
7_Iris,1750.0,1.358,S
7_Iris,1800.0,1.345,S
7_Iris,1850.0,1.338,S
7_Iris,1900.0,1.333,S
7_Iris,1950.0,1.331,S
7_Iris,2000.0,1.333,S
7_Iris,2050.0,1.341,S
7_Iris,2100.0,1.353,S
7_Iris,2150.0,1.365,S
7_Iris,2200.0,1.373,S
7_Iris,2250.0,1.38,S
7_Iris,2300.0,1.385,S
7_Iris,2350.0,1.39,S
7_Iris,2400.0,1.396,S
7_Iris,2450.0,1.4,S
8_Flora,450.0,0.937,Sw
8_Flora,500.0,0.973,Sw
8_Flora,550.0,1.0,Sw
8_Flora,600.0,1.02,Sw
8_Flora,650.0,1.039,Sw
8_Flora,700.0,1.058,Sw
8_Flora,750.0,1.072,Sw
8_Flora,800.0,1.081,Sw
8_Flora,850.0,1.087,Sw
8_Flora,900.0,1.094,Sw
8_Flora,950.0,1.1,Sw
8_Flora,1000.0,1.107,Sw
8_Flora,1050.0,1.113,Sw
8_Flora,1100.0,1.119,Sw
8_Flora,1150.0,1.127,Sw
8_Flora,1200.0,1.135,Sw
8_Flora,1250.0,1.139,Sw
8_Flora,1300.0,1.144,Sw
8_Flora,1350.0,1.151,Sw
8_Flora,1400.0,1.157,Sw
8_Flora,1450.0,1.161,Sw
8_Flora,1500.0,1.162,Sw
8_Flora,1550.0,1.166,Sw
8_Flora,1600.0,1.17,Sw
8_Flora,1650.0,1.176,Sw
8_Flora,1700.0,1.179,Sw
8_Flora,1750.0,1.185,Sw
8_Flora,1800.0,1.189,Sw
8_Flora,1850.0,1.192,Sw
8_Flora,1900.0,1.196,Sw
8_Flora,1950.0,1.2,Sw
8_Flora,2000.0,1.202,Sw
8_Flora,2050.0,1.205,Sw
8_Flora,2100.0,1.207,Sw
8_Flora,2150.0,1.209,Sw
8_Flora,2200.0,1.21,Sw
8_Flora,2250.0,1.211,Sw
8_Flora,2300.0,1.211,Sw
8_Flora,2350.0,1.211,Sw
8_Flora,2400.0,1.209,Sw
8_Flora,2450.0,1.207,Sw
10_Hygiea,450.0,0.965,C
10_Hygiea,500.0,0.985,C
10_Hygiea,550.0,1.0,C
10_Hygiea,600.0,1.007,C
10_Hygiea,650.0,1.012,C
10_Hygiea,700.0,1.014,C
10_Hygiea,750.0,1.014,C
10_Hygiea,800.0,1.012,C
10_Hygiea,850.0,1.009,C
10_Hygiea,900.0,1.005,C
10_Hygiea,950.0,1.003,C
10_Hygiea,1000.0,1.004,C
10_Hygiea,1050.0,1.004,C
10_Hygiea,1100.0,1.005,C
10_Hygiea,1150.0,1.008,C
10_Hygiea,1200.0,1.012,C
10_Hygiea,1250.0,1.015,C
10_Hygiea,1300.0,1.019,C
10_Hygiea,1350.0,1.026,C
10_Hygiea,1400.0,1.034,C
10_Hygiea,1450.0,1.043,C
10_Hygiea,1500.0,1.052,C
10_Hygiea,1550.0,1.062,C
10_Hygiea,1600.0,1.071,C
10_Hygiea,1650.0,1.081,C
10_Hygiea,1700.0,1.09,C
10_Hygiea,1750.0,1.101,C
10_Hygiea,1800.0,1.109,C
10_Hygiea,1850.0,1.12,C
10_Hygiea,1900.0,1.13,C
10_Hygiea,1950.0,1.139,C
10_Hygiea,2000.0,1.148,C
10_Hygiea,2050.0,1.158,C
10_Hygiea,2100.0,1.17,C
10_Hygiea,2150.0,1.18,C
10_Hygiea,2200.0,1.188,C
10_Hygiea,2250.0,1.196,C
10_Hygiea,2300.0,1.202,C
10_Hygiea,2350.0,1.208,C
10_Hygiea,2400.0,1.214,C
10_Hygiea,2450.0,1.22,C
11_Parthenope,450.0,0.852,Sq
11_Parthenope,500.0,0.929,Sq
11_Parthenope,550.0,1.0,Sq
11_Parthenope,600.0,1.059,Sq
11_Parthenope,650.0,1.128,Sq
11_Parthenope,700.0,1.195,Sq
11_Parthenope,750.0,1.232,Sq
11_Parthenope,800.0,1.216,Sq
11_Parthenope,850.0,1.148,Sq
11_Parthenope,900.0,1.09,Sq
11_Parthenope,950.0,1.111,Sq
11_Parthenope,1000.0,1.205,Sq
11_Parthenope,1050.0,1.287,Sq
11_Parthenope,1100.0,1.351,Sq
11_Parthenope,1150.0,1.406,Sq
11_Parthenope,1200.0,1.448,Sq
11_Parthenope,1250.0,1.471,Sq
11_Parthenope,1300.0,1.498,Sq
11_Parthenope,1350.0,1.521,Sq
11_Parthenope,1400.0,1.541,Sq
11_Parthenope,1450.0,1.559,Sq
11_Parthenope,1500.0,1.561,Sq
11_Parthenope,1550.0,1.555,Sq
11_Parthenope,1600.0,1.53,Sq
11_Parthenope,1650.0,1.497,Sq
11_Parthenope,1700.0,1.455,Sq
11_Parthenope,1750.0,1.418,Sq
11_Parthenope,1800.0,1.388,Sq
11_Parthenope,1850.0,1.369,Sq
11_Parthenope,1900.0,1.363,Sq
11_Parthenope,1950.0,1.364,Sq
11_Parthenope,2000.0,1.368,Sq
11_Parthenope,2050.0,1.388,Sq
11_Parthenope,2100.0,1.415,Sq
11_Parthenope,2150.0,1.44,Sq
11_Parthenope,2200.0,1.457,Sq
11_Parthenope,2250.0,1.472,Sq
11_Parthenope,2300.0,1.482,Sq
11_Parthenope,2350.0,1.484,Sq
11_Parthenope,2400.0,1.487,Sq
11_Parthenope,2450.0,1.49,Sq
13_Egeria,450.0,0.961,Ch
13_Egeria,500.0,0.987,Ch
13_Egeria,550.0,1.0,Ch
13_Egeria,600.0,0.993,Ch
13_Egeria,650.0,0.982,Ch
13_Egeria,700.0,0.976,Ch
13_Egeria,750.0,0.979,Ch
13_Egeria,800.0,0.988,Ch
13_Egeria,850.0,0.992,Ch
13_Egeria,900.0,0.993,Ch
13_Egeria,950.0,0.998,Ch
13_Egeria,1000.0,1.007,Ch
13_Egeria,1050.0,1.013,Ch
13_Egeria,1100.0,1.02,Ch
13_Egeria,1150.0,1.027,Ch
13_Egeria,1200.0,1.036,Ch
13_Egeria,1250.0,1.043,Ch
13_Egeria,1300.0,1.051,Ch
13_Egeria,1350.0,1.059,Ch
13_Egeria,1400.0,1.065,Ch
13_Egeria,1450.0,1.071,Ch
13_Egeria,1500.0,1.073,Ch
13_Egeria,1550.0,1.078,Ch
13_Egeria,1600.0,1.08,Ch
13_Egeria,1650.0,1.083,Ch
13_Egeria,1700.0,1.084,Ch
13_Egeria,1750.0,1.087,Ch
13_Egeria,1800.0,1.089,Ch
13_Egeria,1850.0,1.091,Ch
13_Egeria,1900.0,1.094,Ch
13_Egeria,1950.0,1.096,Ch
13_Egeria,2000.0,1.097,Ch
13_Egeria,2050.0,1.099,Ch
13_Egeria,2100.0,1.102,Ch
13_Egeria,2150.0,1.105,Ch
13_Egeria,2200.0,1.106,Ch
13_Egeria,2250.0,1.107,Ch
13_Egeria,2300.0,1.106,Ch
13_Egeria,2350.0,1.106,Ch
13_Egeria,2400.0,1.108,Ch
13_Egeria,2450.0,1.108,Ch
14_Irene,450.0,0.839,S
14_Irene,500.0,0.922,S
14_Irene,550.0,1.0,S
14_Irene,600.0,1.063,S
14_Irene,650.0,1.123,S
14_Irene,700.0,1.173,S
14_Irene,750.0,1.193,S
14_Irene,800.0,1.162,S
14_Irene,850.0,1.11,S
14_Irene,900.0,1.079,S
14_Irene,950.0,1.086,S
14_Irene,1000.0,1.118,S
14_Irene,1050.0,1.15,S
14_Irene,1100.0,1.19,S
14_Irene,1150.0,1.236,S
14_Irene,1200.0,1.271,S
14_Irene,1250.0,1.296,S
14_Irene,1300.0,1.322,S
14_Irene,1350.0,1.352,S
14_Irene,1400.0,1.376,S
14_Irene,1450.0,1.396,S
14_Irene,1500.0,1.408,S
14_Irene,1550.0,1.412,S
14_Irene,1600.0,1.405,S
14_Irene,1650.0,1.392,S
14_Irene,1700.0,1.374,S
14_Irene,1750.0,1.358,S
14_Irene,1800.0,1.345,S
14_Irene,1850.0,1.338,S
14_Irene,1900.0,1.333,S
14_Irene,1950.0,1.331,S
14_Irene,2000.0,1.333,S
14_Irene,2050.0,1.341,S
14_Irene,2100.0,1.353,S
14_Irene,2150.0,1.365,S
14_Irene,2200.0,1.373,S
14_Irene,2250.0,1.38,S
14_Irene,2300.0,1.385,S
14_Irene,2350.0,1.39,S
14_Irene,2400.0,1.396,S
14_Irene,2450.0,1.4,S
15_Eunomia,450.0,0.883,K
15_Eunomia,500.0,0.944,K
15_Eunomia,550.0,1.0,K
15_Eunomia,600.0,1.044,K
15_Eunomia,650.0,1.085,K
15_Eunomia,700.0,1.118,K
15_Eunomia,750.0,1.132,K
15_Eunomia,800.0,1.114,K
15_Eunomia,850.0,1.088,K
15_Eunomia,900.0,1.077,K
15_Eunomia,950.0,1.068,K
15_Eunomia,1000.0,1.057,K
15_Eunomia,1050.0,1.053,K
15_Eunomia,1100.0,1.068,K
15_Eunomia,1150.0,1.093,K
15_Eunomia,1200.0,1.112,K
15_Eunomia,1250.0,1.126,K
15_Eunomia,1300.0,1.139,K
15_Eunomia,1350.0,1.156,K
15_Eunomia,1400.0,1.171,K
15_Eunomia,1450.0,1.186,K
15_Eunomia,1500.0,1.197,K
15_Eunomia,1550.0,1.207,K
15_Eunomia,1600.0,1.213,K
15_Eunomia,1650.0,1.215,K
15_Eunomia,1700.0,1.215,K
15_Eunomia,1750.0,1.217,K
15_Eunomia,1800.0,1.214,K
15_Eunomia,1850.0,1.215,K
15_Eunomia,1900.0,1.215,K
15_Eunomia,1950.0,1.216,K
15_Eunomia,2000.0,1.216,K
15_Eunomia,2050.0,1.218,K
15_Eunomia,2100.0,1.221,K
15_Eunomia,2150.0,1.223,K
15_Eunomia,2200.0,1.224,K
15_Eunomia,2250.0,1.226,K
15_Eunomia,2300.0,1.228,K
15_Eunomia,2350.0,1.229,K
15_Eunomia,2400.0,1.232,K
15_Eunomia,2450.0,1.233,K
17_Thetis,450.0,0.839,S
17_Thetis,500.0,0.922,S
17_Thetis,550.0,1.0,S
17_Thetis,600.0,1.063,S
17_Thetis,650.0,1.123,S
17_Thetis,700.0,1.173,S
17_Thetis,750.0,1.193,S
17_Thetis,800.0,1.162,S
17_Thetis,850.0,1.11,S
17_Thetis,900.0,1.079,S
17_Thetis,950.0,1.086,S
17_Thetis,1000.0,1.118,S
17_Thetis,1050.0,1.15,S
17_Thetis,1100.0,1.19,S
17_Thetis,1150.0,1.236,S
17_Thetis,1200.0,1.271,S
17_Thetis,1250.0,1.296,S
17_Thetis,1300.0,1.322,S
17_Thetis,1350.0,1.352,S
17_Thetis,1400.0,1.376,S
17_Thetis,1450.0,1.396,S
17_Thetis,1500.0,1.408,S
17_Thetis,1550.0,1.412,S
17_Thetis,1600.0,1.405,S
17_Thetis,1650.0,1.392,S
17_Thetis,1700.0,1.374,S
17_Thetis,1750.0,1.358,S
17_Thetis,1800.0,1.345,S
17_Thetis,1850.0,1.338,S
17_Thetis,1900.0,1.333,S
17_Thetis,1950.0,1.331,S
17_Thetis,2000.0,1.333,S
17_Thetis,2050.0,1.341,S
17_Thetis,2100.0,1.353,S
17_Thetis,2150.0,1.365,S
17_Thetis,2200.0,1.373,S
17_Thetis,2250.0,1.38,S
17_Thetis,2300.0,1.385,S
17_Thetis,2350.0,1.39,S
17_Thetis,2400.0,1.396,S
17_Thetis,2450.0,1.4,S
18_Melpomene,450.0,0.839,S
18_Melpomene,500.0,0.922,S
18_Melpomene,550.0,1.0,S
18_Melpomene,600.0,1.063,S
18_Melpomene,650.0,1.123,S
18_Melpomene,700.0,1.173,S
18_Melpomene,750.0,1.193,S
18_Melpomene,800.0,1.162,S
18_Melpomene,850.0,1.11,S
18_Melpomene,900.0,1.079,S
18_Melpomene,950.0,1.086,S
18_Melpomene,1000.0,1.118,S
18_Melpomene,1050.0,1.15,S
18_Melpomene,1100.0,1.19,S
18_Melpomene,1150.0,1.236,S
18_Melpomene,1200.0,1.271,S
18_Melpomene,1250.0,1.296,S
18_Melpomene,1300.0,1.322,S
18_Melpomene,1350.0,1.352,S
18_Melpomene,1400.0,1.376,S
18_Melpomene,1450.0,1.396,S
18_Melpomene,1500.0,1.408,S
18_Melpomene,1550.0,1.412,S
18_Melpomene,1600.0,1.405,S
18_Melpomene,1650.0,1.392,S
18_Melpomene,1700.0,1.374,S
18_Melpomene,1750.0,1.358,S
18_Melpomene,1800.0,1.345,S
18_Melpomene,1850.0,1.338,S
18_Melpomene,1900.0,1.333,S
18_Melpomene,1950.0,1.331,S
18_Melpomene,2000.0,1.333,S
18_Melpomene,2050.0,1.341,S
18_Melpomene,2100.0,1.353,S
18_Melpomene,2150.0,1.365,S
18_Melpomene,2200.0,1.373,S
18_Melpomene,2250.0,1.38,S
18_Melpomene,2300.0,1.385,S
18_Melpomene,2350.0,1.39,S
18_Melpomene,2400.0,1.396,S
18_Melpomene,2450.0,1.4,S
19_Fortuna,450.0,0.961,Ch
19_Fortuna,500.0,0.987,Ch
19_Fortuna,550.0,1.0,Ch
19_Fortuna,600.0,0.993,Ch
19_Fortuna,650.0,0.982,Ch
19_Fortuna,700.0,0.976,Ch
19_Fortuna,750.0,0.979,Ch
19_Fortuna,800.0,0.988,Ch
19_Fortuna,850.0,0.992,Ch
19_Fortuna,900.0,0.993,Ch
19_Fortuna,950.0,0.998,Ch
19_Fortuna,1000.0,1.007,Ch
19_Fortuna,1050.0,1.013,Ch
19_Fortuna,1100.0,1.02,Ch
19_Fortuna,1150.0,1.027,Ch
19_Fortuna,1200.0,1.036,Ch
19_Fortuna,1250.0,1.043,Ch
19_Fortuna,1300.0,1.051,Ch
19_Fortuna,1350.0,1.059,Ch
19_Fortuna,1400.0,1.065,Ch
19_Fortuna,1450.0,1.071,Ch
19_Fortuna,1500.0,1.073,Ch
19_Fortuna,1550.0,1.078,Ch
19_Fortuna,1600.0,1.08,Ch
19_Fortuna,1650.0,1.083,Ch
19_Fortuna,1700.0,1.084,Ch
19_Fortuna,1750.0,1.087,Ch
19_Fortuna,1800.0,1.089,Ch
19_Fortuna,1850.0,1.091,Ch
19_Fortuna,1900.0,1.094,Ch
19_Fortuna,1950.0,1.096,Ch
19_Fortuna,2000.0,1.097,Ch
19_Fortuna,2050.0,1.099,Ch
19_Fortuna,2100.0,1.102,Ch
19_Fortuna,2150.0,1.105,Ch
19_Fortuna,2200.0,1.106,Ch
19_Fortuna,2250.0,1.107,Ch
19_Fortuna,2300.0,1.106,Ch
19_Fortuna,2350.0,1.106,Ch
19_Fortuna,2400.0,1.108,Ch
19_Fortuna,2450.0,1.108,Ch
20_Massalia,450.0,0.839,S
20_Massalia,500.0,0.922,S
20_Massalia,550.0,1.0,S
20_Massalia,600.0,1.063,S
20_Massalia,650.0,1.123,S
20_Massalia,700.0,1.173,S
20_Massalia,750.0,1.193,S
20_Massalia,800.0,1.162,S
20_Massalia,850.0,1.11,S
20_Massalia,900.0,1.079,S
20_Massalia,950.0,1.086,S
20_Massalia,1000.0,1.118,S
20_Massalia,1050.0,1.15,S
20_Massalia,1100.0,1.19,S
20_Massalia,1150.0,1.236,S
20_Massalia,1200.0,1.271,S
20_Massalia,1250.0,1.296,S
20_Massalia,1300.0,1.322,S
20_Massalia,1350.0,1.352,S
20_Massalia,1400.0,1.376,S
20_Massalia,1450.0,1.396,S
20_Massalia,1500.0,1.408,S
20_Massalia,1550.0,1.412,S
20_Massalia,1600.0,1.405,S
20_Massalia,1650.0,1.392,S
20_Massalia,1700.0,1.374,S
20_Massalia,1750.0,1.358,S
20_Massalia,1800.0,1.345,S
20_Massalia,1850.0,1.338,S
20_Massalia,1900.0,1.333,S
20_Massalia,1950.0,1.331,S
20_Massalia,2000.0,1.333,S
20_Massalia,2050.0,1.341,S
20_Massalia,2100.0,1.353,S
20_Massalia,2150.0,1.365,S
20_Massalia,2200.0,1.373,S
20_Massalia,2250.0,1.38,S
20_Massalia,2300.0,1.385,S
20_Massalia,2350.0,1.39,S
20_Massalia,2400.0,1.396,S
20_Massalia,2450.0,1.4,S
24_Themis,450.0,0.965,C
24_Themis,500.0,0.985,C
24_Themis,550.0,1.0,C
24_Themis,600.0,1.007,C
24_Themis,650.0,1.012,C
24_Themis,700.0,1.014,C
24_Themis,750.0,1.014,C
24_Themis,800.0,1.012,C
24_Themis,850.0,1.009,C
24_Themis,900.0,1.005,C
24_Themis,950.0,1.003,C
24_Themis,1000.0,1.004,C
24_Themis,1050.0,1.004,C
24_Themis,1100.0,1.005,C
24_Themis,1150.0,1.008,C
24_Themis,1200.0,1.012,C
24_Themis,1250.0,1.015,C
24_Themis,1300.0,1.019,C
24_Themis,1350.0,1.026,C
24_Themis,1400.0,1.034,C
24_Themis,1450.0,1.043,C
24_Themis,1500.0,1.052,C
24_Themis,1550.0,1.062,C
24_Themis,1600.0,1.071,C
24_Themis,1650.0,1.081,C
24_Themis,1700.0,1.09,C
24_Themis,1750.0,1.101,C
24_Themis,1800.0,1.109,C
24_Themis,1850.0,1.12,C
24_Themis,1900.0,1.13,C
24_Themis,1950.0,1.139,C
24_Themis,2000.0,1.148,C
24_Themis,2050.0,1.158,C
24_Themis,2100.0,1.17,C
24_Themis,2150.0,1.18,C
24_Themis,2200.0,1.188,C
24_Themis,2250.0,1.196,C
24_Themis,2300.0,1.202,C
24_Themis,2350.0,1.208,C
24_Themis,2400.0,1.214,C
24_Themis,2450.0,1.22,C
25_Phocaea,450.0,0.839,S
25_Phocaea,500.0,0.922,S
25_Phocaea,550.0,1.0,S
25_Phocaea,600.0,1.063,S
25_Phocaea,650.0,1.123,S
25_Phocaea,700.0,1.173,S
25_Phocaea,750.0,1.193,S
25_Phocaea,800.0,1.162,S
25_Phocaea,850.0,1.11,S
25_Phocaea,900.0,1.079,S
25_Phocaea,950.0,1.086,S
25_Phocaea,1000.0,1.118,S
25_Phocaea,1050.0,1.15,S
25_Phocaea,1100.0,1.19,S
25_Phocaea,1150.0,1.236,S
25_Phocaea,1200.0,1.271,S
25_Phocaea,1250.0,1.296,S
25_Phocaea,1300.0,1.322,S
25_Phocaea,1350.0,1.352,S
25_Phocaea,1400.0,1.376,S
25_Phocaea,1450.0,1.396,S
25_Phocaea,1500.0,1.408,S
25_Phocaea,1550.0,1.412,S
25_Phocaea,1600.0,1.405,S
25_Phocaea,1650.0,1.392,S
25_Phocaea,1700.0,1.374,S
25_Phocaea,1750.0,1.358,S
25_Phocaea,1800.0,1.345,S
25_Phocaea,1850.0,1.338,S
25_Phocaea,1900.0,1.333,S
25_Phocaea,1950.0,1.331,S
25_Phocaea,2000.0,1.333,S
25_Phocaea,2050.0,1.341,S
25_Phocaea,2100.0,1.353,S
25_Phocaea,2150.0,1.365,S
25_Phocaea,2200.0,1.373,S
25_Phocaea,2250.0,1.38,S
25_Phocaea,2300.0,1.385,S
25_Phocaea,2350.0,1.39,S
25_Phocaea,2400.0,1.396,S
25_Phocaea,2450.0,1.4,S
26_Proserpina,450.0,0.839,S
26_Proserpina,500.0,0.922,S
26_Proserpina,550.0,1.0,S
26_Proserpina,600.0,1.063,S
26_Proserpina,650.0,1.123,S
26_Proserpina,700.0,1.173,S
26_Proserpina,750.0,1.193,S
26_Proserpina,800.0,1.162,S
26_Proserpina,850.0,1.11,S
26_Proserpina,900.0,1.079,S
26_Proserpina,950.0,1.086,S
26_Proserpina,1000.0,1.118,S
26_Proserpina,1050.0,1.15,S
26_Proserpina,1100.0,1.19,S
26_Proserpina,1150.0,1.236,S
26_Proserpina,1200.0,1.271,S
26_Proserpina,1250.0,1.296,S
26_Proserpina,1300.0,1.322,S
26_Proserpina,1350.0,1.352,S
26_Proserpina,1400.0,1.376,S
26_Proserpina,1450.0,1.396,S
26_Proserpina,1500.0,1.408,S
26_Proserpina,1550.0,1.412,S
